停留所名称,停留所かな,停留所+乗降場所ｺｰﾄﾞ,停留所ｺｰﾄﾞ,乗降場所ｺｰﾄﾞ,乗降場所補足情報,緯度,経度
東新町,とうしんちょう,350377S1,35037,7S1,3番,35.169234,136.913590
当知住宅,とうちじゅうたく,35040101,35040,101,2番,35.110091,136.842323
当知住宅,とうちじゅうたく,35040501,35040,501,1番,35.110092,136.841382
当知住宅東,とうちじゅうたくひがし,35042101,35042,101,2番,35.109066,136.846462
当知住宅東,とうちじゅうたくひがし,35042501,35042,501,1番,35.107830,136.846694
当知一丁目,とうちいっちょうめ,35050101,35050,101,4番,35.114219,136.851812
当知一丁目,とうちいっちょうめ,35050301,35050,301,1番,35.113930,136.852415
当知一丁目,とうちいっちょうめ,35050501,35050,501,3番,35.113384,136.851900
当知一丁目,とうちいっちょうめ,35050701,35050,701,2番,35.113771,136.851457
当知三丁目,とうちさんちょうめ,35052101,35052,101,4番,35.112308,136.846369
当知三丁目,とうちさんちょうめ,35052301,35052,301,1番,35.113997,136.845944
当知三丁目,とうちさんちょうめ,35052501,35052,501,3番,35.112799,136.846550
当知三丁目,とうちさんちょうめ,35052701,35052,701,2番,35.113831,136.845855
当知中学校東,とうちちゅうがっこうひがし,35055101,35055,101,2番,35.110663,136.851524
当知中学校東,とうちちゅうがっこうひがし,35055501,35055,501,1番,35.109528,136.851591
当知四丁目,とうちよんちょうめ,35058501,35058,501,1番,35.112182,136.840708
道徳駅,どうとくえき,35060101,35060,101,2番,35.105253,136.910500
道徳駅,どうとくえき,35060501,35060,501,1番,35.105120,136.910869
道徳新町,どうとくしんまち,35065301,35065,301,1番,35.101223,136.907316
道徳新町,どうとくしんまち,35065701,35065,701,2番,35.101195,136.907622
道徳通,どうとくどおり,35070101,35070,101,3番,35.101138,136.904109
道徳通,どうとくどおり,35070301,35070,301,1番,35.100748,136.905015
道徳通,どうとくどおり,35070501,35070,501,2番,35.100017,136.904563
道徳橋北,どうとくばしきた,35073101,35073,101,2番,35.099071,136.911667
道徳橋北,どうとくばしきた,35073501,35073,501,1番,35.098286,136.912148
道徳本町六丁目,どうとくほんまちろくちょうめ,35075101,35075,101,4番,35.102312,136.911054
道徳本町六丁目,どうとくほんまちろくちょうめ,35075301,35075,301,1番,35.102191,136.912863
道徳本町六丁目,どうとくほんまちろくちょうめ,35075501,35075,501,3番,35.101349,136.911573
道徳本町六丁目,どうとくほんまちろくちょうめ,35075701,35075,701,2番,35.102050,136.912426
東部医療センター,とうぶいりょうせんたー,35076101,35076,101,6番,35.173753,136.942306
東部医療センター,とうぶいりょうせんたー,35076300,35076,300,2番,35.173505,136.941166
東部医療センター,とうぶいりょうせんたー,35076301,35076,301,1番,35.173431,136.942849
東部医療センター,とうぶいりょうせんたー,35076501,35076,501,5番,35.174005,136.942408
東部医療センター,とうぶいりょうせんたー,35076701,35076,701,4番,35.173395,136.944242
東部医療センター,とうぶいりょうせんたー,35076702,35076,702,3番,35.173304,136.941629
東陵中学校,とうりょうちゅうがっこう,35078201,35078,201,1番,35.071237,136.972614
東陵中学校,とうりょうちゅうがっこう,35078601,35078,601,2番,35.071192,136.972694
徳川園北,とくがわえんきた,35086101,35086,101,3番,35.185834,136.934631
徳川園北,とくがわえんきた,35086501,35086,501,2番,35.185751,136.934822
徳川園北,とくがわえんきた,35086701,35086,701,1番,35.185450,136.933871
徳川園・徳川美術館・蓬左文庫,とくがわえんとくがわびじゅつかんほうさぶんこ,35087901,35087,901,,35.183492,136.932120
徳川園新出来,とくがわえんしんでき,35088101,35088,101,4番,35.182775,136.934016
徳川園新出来,とくがわえんしんでき,35088301,35088,301,1番,35.182290,136.933448
徳川園新出来,とくがわえんしんでき,35088501,35088,501,3番,35.181270,136.933785
徳川園新出来,とくがわえんしんでき,35088701,35088,701,2番,35.182152,136.934434
徳川町,とくがわちょう,35090101,35090,101,3番,35.186478,136.929763
徳川町,とくがわちょう,35090301,35090,301,1番,35.186018,136.929935
徳川町,とくがわちょう,35090501,35090,501,2番,35.185413,136.928785
徳川山町,とくがわやまちょう,35100101,35100,101,2番,35.171604,136.965031
徳川山町,とくがわやまちょう,35100501,35100,501,1番,35.171952,136.965266
徳重三丁目,とくしげさんちょうめ,35105201,35105,201,1番,35.087008,137.006461
徳重三丁目,とくしげさんちょうめ,35105601,35105,601,2番,35.086851,137.006531
徳重小学校,とくしげしょうがっこう,35107301,35107,301,1番,35.091242,137.004488
徳重小学校,とくしげしょうがっこう,35107401,35107,401,2番,35.090329,137.004772
徳重小学校,とくしげしょうがっこう,35107801,35107,801,3番,35.090594,137.003536
徳重西,とくしげにし,35110301,35110,301,1番,35.091842,136.996973
徳重西,とくしげにし,35110701,35110,701,2番,35.091468,136.996691
所下,ところげ,35113101,35113,101,2番,35.256018,137.040495
所下,ところげ,35113501,35113,501,1番,35.256080,137.040589
戸田,とだ,35115901,35115,901,降車,35.136606,136.803151
戸田,とだ,35115902,35115,902,1番,35.136436,136.802991
戸田川緑地,とだがわりょくち,35118101,35118,101,2番,35.116458,136.813063
戸田川緑地,とだがわりょくち,35118501,35118,501,1番,35.115998,136.813102
戸田三丁目,とださんちょうめ,35119301,35119,301,1番,35.137171,136.806221
戸田三丁目,とださんちょうめ,35119701,35119,701,2番,35.137326,136.804901
戸田小学校,とだしょうがっこう,35120301,35120,301,1番,35.139871,136.806020
戸田小学校,とだしょうがっこう,35120701,35120,701,2番,35.139958,136.806199
戸田荘,とだそう,35125101,35125,101,2番,35.147344,136.803858
戸田荘,とだそう,35125102,35125,102,1番,35.147506,136.803887
戸田荘,とだそう,35125901,35125,901,降車,35.147113,136.804013
戸田西二丁目,とだにしにちょうめ,35130301,35130,301,1番,35.138323,136.803459
戸田西二丁目,とだにしにちょうめ,35130701,35130,701,2番,35.138235,136.803696
戸田明正二丁目,とだめいせいにちょうめ,35133301,35133,301,1番,35.145692,136.806838
戸田明正二丁目,とだめいせいにちょうめ,35133701,35133,701,2番,35.145581,136.807049
戸春橋,とはるはし,35134301,35134,301,1番,35.141598,136.811326
戸春橋,とはるはし,35134701,35134,701,2番,35.141610,136.810072
富が丘,とみがおか,35135101,35135,101,2番,35.186802,137.017364
富が丘,とみがおか,35135501,35135,501,1番,35.186300,137.017465
富川町,とみかわちょう,35140101,35140,101,2番,35.144691,136.876732
富川町,とみかわちょう,35140501,35140,501,1番,35.144885,136.876854
富田高校,とみだこうこう,35141301,35141,301,1番,35.137150,136.818877
富田高校,とみだこうこう,35141701,35141,701,2番,35.136950,136.817683
富田作業所,とみださぎょうしょ,35142101,35142,101,2番,35.129011,136.815380
富田作業所,とみださぎょうしょ,35142501,35142,501,1番,35.129070,136.815471
富田支所,とみだししょ,35143101,35143,101,2番,35.140310,136.812327
富田支所,とみだししょ,35143501,35143,501,1番,35.140487,136.812410
富田中学校,とみだちゅうがっこう,35145101,35145,101,4番,35.141214,136.814947
富田中学校,とみだちゅうがっこう,35145301,35145,301,1番,35.141827,136.817075
富田中学校,とみだちゅうがっこう,35145501,35145,501,3番,35.140765,136.815279
富田中学校,とみだちゅうがっこう,35145701,35145,701,2番,35.141705,136.816368
富田図書館,とみだとしょかん,35157101,35157,101,2番,35.147674,136.813377
富田図書館,とみだとしょかん,35157501,35157,501,1番,35.147866,136.813572
富永,とみなが,35160301,35160,301,1番,35.126097,136.808806
富永,とみなが,35160701,35160,701,2番,35.125921,136.807835
豊岡小学校,とよおかしょうがっこう,35165301,35165,301,1番,35.123114,136.939715
豊岡小学校,とよおかしょうがっこう,35165701,35165,701,2番,35.122803,136.940127
豊岡通,とよおかどおり,35170301,35170,301,1番,35.126183,136.930994
豊岡通,とよおかどおり,35170701,35170,701,2番,35.125862,136.931412
豊国神社,とよくにじんじゃ,35175301,35175,301,1番,35.173320,136.854969
豊国神社,とよくにじんじゃ,35175701,35175,701,2番,35.173251,136.854112
豊国通四丁目,とよくにどおりよんちょうめ,35180102,35180,102,5番,35.163788,136.854590
豊国通四丁目,とよくにどおりよんちょうめ,35180301,35180,301,1番,35.162845,136.855107
豊国通四丁目,とよくにどおりよんちょうめ,35180501,35180,501,4番,35.163838,136.854776
豊国通四丁目,とよくにどおりよんちょうめ,35180502,35180,502,3番,35.162399,136.854709
豊国通四丁目,とよくにどおりよんちょうめ,35180701,35180,701,2番,35.162725,136.855706
トヨタ産業技術記念館,とよたさんぎょうぎじゅつきねんかん,35183101,35183,101,2番,35.180052,136.877402
トヨタ産業技術記念館,とよたさんぎょうぎじゅつきねんかん,35183501,35183,501,1番,35.180620,136.877050
トヨタ産業技術記念館,とよたさんぎょうぎじゅつきねんかん,35183901,35183,901,,35.182433,136.875829
トヨタ産業技術記念館,とよたさんぎょうぎじゅつきねんかん,35183902,35183,902,,35.182420,136.875828
豊田荘,とよだそう,35185101,35185,101,2番,35.101724,136.918477
豊田荘,とよだそう,35185501,35185,501,1番,35.101928,136.918536
豊臣小学校,とよとみしょうがっこう,35190301,35190,301,2番,35.177718,136.860855
豊臣小学校,とよとみしょうがっこう,35190302,35190,302,1番,35.177711,136.862053
豊臣小学校,とよとみしょうがっこう,35190701,35190,701,3番,35.177563,136.861730
豊治小学校,とよはるしょうがっこう,35193101,35193,101,3番,35.133849,136.815639
豊治小学校,とよはるしょうがっこう,35193501,35193,501,1番,35.131983,136.816758
豊治小学校,とよはるしょうがっこう,351931W1,35193,1W1,4番,35.132091,136.815461
豊治小学校,とよはるしょうがっこう,351935W1,35193,5W1,2番,35.131776,136.815535
豊前,とよまえ,35195101,35195,101,2番,35.175662,136.932017
豊前,とよまえ,35195501,35195,501,1番,35.176550,136.932472
豊本通,とよもとどおり,35200301,35200,301,1番,35.111947,136.912922
豊本通,とよもとどおり,35200701,35200,701,2番,35.111938,136.913998
寅新田,とらしんでん,35202101,35202,101,1番,35.064864,136.924631
鳥居,とりい,35203101,35203,101,2番,35.207351,137.015067
鳥居,とりい,35203501,35203,501,1番,35.206929,137.015371
鳥居通二丁目,とりいどおりにちょうめ,35205101,35205,101,2番,35.175271,136.864913
鳥居通二丁目,とりいどおりにちょうめ,35205501,35205,501,1番,35.175518,136.865457
鳥居通三丁目,とりいどおりさんちょうめ,35210101,35210,101,4番,35.173566,136.862942
鳥居通三丁目,とりいどおりさんちょうめ,35210301,35210,301,1番,35.173185,136.863066
鳥居通三丁目,とりいどおりさんちょうめ,35210501,35210,501,3番,35.173624,136.863263
鳥居通三丁目,とりいどおりさんちょうめ,35210701,35210,701,2番,35.173132,136.861855
鳥居西通,とりいにしどおり,35215301,35215,301,1番,35.168508,136.849355
鳥居西通,とりいにしどおり,35215701,35215,701,2番,35.168350,136.849701
鳥澄,とりすみ,35217301,35217,301,1番,35.076720,136.972690
鳥澄,とりすみ,35217701,35217,701,2番,35.076781,136.974245
鳥羽見小学校,とりばみしょうがっこう,35220101,35220,101,2番,35.203081,136.953412
鳥羽見小学校,とりばみしょうがっこう,35220701,35220,701,1番,35.202680,136.952766
鳥見町,とりみちょう,35225101,35225,101,4番,35.202429,136.887801
鳥見町,とりみちょう,35225301,35225,301,1番,35.203245,136.888633
鳥見町,とりみちょう,35225501,35225,501,3番,35.202739,136.887896
鳥見町,とりみちょう,35225701,35225,701,2番,35.202995,136.888466
土古,どんこ,35230301,35230,301,1番,35.113818,136.860859
土古,どんこ,35230701,35230,701,2番,35.113652,136.860679
中旭出,なかあさひで,41000101,41000,101,2番,35.085444,136.961589
中旭出,なかあさひで,41000501,41000,501,1番,35.084749,136.961381
中味鋺,なかあじま,41005301,41005,301,1番,35.222502,136.920299
中味鋺,なかあじま,41005701,41005,701,2番,35.222371,136.919476
中味鋺三丁目,なかあじまさんちょうめ,41007301,41007,301,1番,35.222602,136.923405
中味鋺三丁目,なかあじまさんちょうめ,41007701,41007,701,2番,35.222493,136.923250
中井,なかい,41010301,41010,301,1番,35.199604,136.989594
中井,なかい,41010701,41010,701,2番,35.199222,136.988760
中小田井二丁目,なかおたいにちょうめ,41018101,41018,101,2番,35.212699,136.874678
中小田井二丁目,なかおたいにちょうめ,41018701,41018,701,1番,35.212149,136.873803
中小田井五丁目,なかおたいごちょうめ,41019101,41019,101,2番,35.215219,136.875804
中小田井五丁目,なかおたいごちょうめ,41019501,41019,501,1番,35.215348,136.875976
中小田井四丁目,なかおたいよんちょうめ,41020101,41020,101,2番,35.216224,136.871804
中小田井四丁目,なかおたいよんちょうめ,41020501,41020,501,1番,35.215161,136.871409
中川車庫前,なかがわしゃこまえ,41025101,41025,101,降車,35.124327,136.846670
中川車庫前,なかがわしゃこまえ,41025301,41025,301,2番,35.124168,136.847028
中川車庫前,なかがわしゃこまえ,41025302,41025,302,1番,35.124168,136.847091
中川車庫前,なかがわしゃこまえ,41025701,41025,701,3番,35.123952,136.846069
中川住宅,なかがわじゅうたく,41030100,41030,100,3番,35.127133,136.848667
中川住宅,なかがわじゅうたく,41030101,41030,101,2番,35.128593,136.848445
中川住宅,なかがわじゅうたく,41030501,41030,501,1番,35.127164,136.848817
中川青和高校,なかがわせいわこうこう,41035301,41035,301,1番,35.144175,136.840425
中川青和高校,なかがわせいわこうこう,41035701,41035,701,2番,35.143877,136.839723
中川橋,なかがわばし,41040101,41040,101,4番,35.097081,136.875883
中川橋,なかがわばし,41040301,41040,301,1番,35.096280,136.875178
中川橋,なかがわばし,41040501,41040,501,3番,35.097136,136.876006
中川橋,なかがわばし,41040701,41040,701,2番,35.096196,136.875526
中川本町,なかがわほんまち,41050101,41050,101,2番,35.106435,136.876090
中川本町,なかがわほんまち,41050501,41050,501,1番,35.106142,136.876222
中川本町五丁目,なかがわほんまちごちょうめ,41053101,41053,101,2番,35.099940,136.876063
