停留所名称,停留所かな,停留所+乗降場所ｺｰﾄﾞ,停留所ｺｰﾄﾞ,乗降場所ｺｰﾄﾞ,乗降場所補足情報,緯度,経度
星崎小学校,ほしざきしょうがっこう,55062501,55062,501,1番,35.078691,136.931063
星崎町,ほしざきちょう,55065101,55065,101,4番,35.083928,136.935364
星崎町,ほしざきちょう,55065301,55065,301,1番,35.084026,136.933547
星崎町,ほしざきちょう,55065501,55065,501,3番,35.083913,136.935738
星崎町,ほしざきちょう,55065701,55065,701,2番,35.084102,136.933988
細根,ほそね,55068301,55068,301,1番,35.070530,136.975510
細根,ほそね,55068701,55068,701,2番,35.070410,136.975340
法華西町,ほっけにしまち,55070101,55070,101,2番,35.129651,136.842317
法華西町,ほっけにしまち,55070501,55070,501,1番,35.128884,136.842397
ほら貝,ほらがい,55075101,55075,101,7番,35.102145,136.981753
ほら貝,ほらがい,55075201,55075,201,4番,35.104175,136.984367
ほら貝,ほらがい,55075301,55075,301,1番,35.102651,136.980265
ほら貝,ほらがい,55075401,55075,401,6番,35.102723,136.983996
ほら貝,ほらがい,55075501,55075,501,3番,35.102408,136.981624
ほら貝,ほらがい,55075601,55075,601,5番,35.103406,136.983791
ほら貝,ほらがい,55075701,55075,701,2番,35.102536,136.980448
堀越町,ほりこしちょう,55080101,55080,101,2番,35.199438,136.881389
堀越町,ほりこしちょう,55080501,55080,501,1番,35.198598,136.881813
堀越町西,ほりこしちょうにし,55085101,55085,101,2番,35.197832,136.875641
堀越町西,ほりこしちょうにし,55085501,55085,501,1番,35.198370,136.875954
堀田通一丁目,ほりたどおりいっちょうめ,55090101,55090,101,2番,35.136825,136.918393
堀田通一丁目,ほりたどおりいっちょうめ,55090501,55090,501,1番,35.136806,136.918823
堀田通五丁目,ほりたどおりごちょうめ,55095101,55095,101,4番,35.131644,136.919094
堀田通五丁目,ほりたどおりごちょうめ,55095301,55095,301,1番,35.130697,136.921100
堀田通五丁目,ほりたどおりごちょうめ,55095501,55095,501,3番,35.129263,136.919903
堀田通五丁目,ほりたどおりごちょうめ,55095701,55095,701,2番,35.130299,136.918191
堀田通七丁目,ほりたどおりななちょうめ,55098101,55098,101,1番,35.124553,136.920234
本宮公園,ほんぐうこうえん,55100301,55100,301,1番,35.107244,136.865436
本宮公園,ほんぐうこうえん,55100701,55100,701,2番,35.106961,136.864784
本宮新橋,ほんぐうしんばし,55105101,55105,101,2番,35.105677,136.870073
本宮新橋,ほんぐうしんばし,55105501,55105,501,1番,35.106260,136.870296
本宮町,ほんぐうちょう,55110101,55110,101,3番,35.109976,136.869682
本宮町,ほんぐうちょう,55110301,55110,301,1番,35.108211,136.868785
本宮町,ほんぐうちょう,55110701,55110,701,2番,35.108218,136.869122
本郷,ほんごう,55115901,55115,901,3番,35.175565,137.013911
本郷,ほんごう,55115902,55115,902,降車,35.175548,137.013749
本郷,ほんごう,55115903,55115,903,2番,35.175768,137.013576
本郷,ほんごう,55115904,55115,904,1番,35.175884,137.013566
本郷小学校南,ほんごうしょうがっこうみなみ,55118301,55118,301,1番,35.177461,137.013518
本地住宅,ほんじじゅうたく,55120301,55120,301,降車,35.198295,137.025685
本地住宅,ほんじじゅうたく,55120302,55120,302,2番,35.198293,137.025774
本地住宅,ほんじじゅうたく,55120303,55120,303,1番,35.198290,137.025950
本城中学前,ほんじょうちゅうがくまえ,55125301,55125,301,1番,35.095474,136.932395
本城中学前,ほんじょうちゅうがくまえ,55125701,55125,701,2番,35.095812,136.933211
本陣,ほんじん,551305E1,55130,5E1,5番,35.176777,136.866913
本陣,ほんじん,55130101,55130,101,4番,35.176720,136.866564
本陣,ほんじん,55130102,55130,102,,35.176706,136.866581
本陣,ほんじん,55130301,55130,301,1番,35.177673,136.868535
本陣,ほんじん,55130501,55130,501,3番,35.176734,136.866315
本陣,ほんじん,55130701,55130,701,2番,35.177526,136.867017
本陣通二丁目,ほんじんどおりにちょうめ,55135301,55135,301,1番,35.177642,136.873570
本陣通二丁目,ほんじんどおりにちょうめ,55135501,55135,501,3番,35.176544,136.873058
本陣通二丁目,ほんじんどおりにちょうめ,55135701,55135,701,2番,35.177497,136.872393
本前田町,ほんまえだちょう,55140301,55140,301,1番,35.143121,136.837231
本前田町,ほんまえだちょう,55140501,55140,501,2番,35.143198,136.838259
前畑,まえばた,61000301,61000,301,1番,35.120256,137.001548
前畑,まえばた,61000701,61000,701,2番,35.120083,137.001861
前山町,まえやまちょう,61005301,61005,301,1番,35.153263,136.956796
前山町,まえやまちょう,61005701,61005,701,2番,35.153434,136.956440
牧野町,まきのちょう,61010101,61010,101,2番,35.164404,136.878500
牧野町,まきのちょう,61010501,61010,501,1番,35.164679,136.878516
牧の原,まきのはら,61012101,61012,101,2番,35.150267,136.998701
牧の原,まきのはら,61012501,61012,501,1番,35.149882,136.998556
正木,まさき,61017101,61017,101,2番,35.145103,136.898928
正木,まさき,61017501,61017,501,1番,35.144163,136.899352
又穂住宅東,またほじゅうたくひがし,61020101,61020,101,3番,35.206849,136.900652
又穂住宅東,またほじゅうたくひがし,61020301,61020,301,1番,35.206413,136.901425
又穂住宅東,またほじゅうたくひがし,61020701,61020,701,2番,35.205950,136.900157
松蔭公園前,まつかげこうえんまえ,61030301,61030,301,1番,35.124129,136.839216
松蔭公園前,まつかげこうえんまえ,61030701,61030,701,2番,35.123923,136.839899
松坂町,まつさかちょう,61035301,61035,301,1番,35.216862,136.980018
松坂町,まつさかちょう,61035701,61035,701,2番,35.216815,136.980279
松下,まつした,61040501,61040,501,2番,35.148995,136.820016
松下,まつした,61040701,61040,701,1番,35.149457,136.819537
松下南,まつしたみなみ,61042101,61042,101,3番,35.146363,136.820076
松下南,まつしたみなみ,61042301,61042,301,1番,35.145996,136.821558
松下南,まつしたみなみ,61042701,61042,701,2番,35.145971,136.818926
松葉,まつば,61045101,61045,101,2番,35.148862,136.865876
松葉,まつば,61045501,61045,501,1番,35.147827,136.865525
松葉公園,まつばこうえん,61050101,61050,101,4番,35.141343,136.870770
松葉公園,まつばこうえん,61050301,61050,301,1番,35.140770,136.871504
松葉公園,まつばこうえん,61050501,61050,501,3番,35.139863,136.870659
松葉公園,まつばこうえん,61050701,61050,701,2番,35.140576,136.869681
松葉町一丁目,まつばちょういっちょうめ,61055101,61055,101,4番,35.151426,136.866527
松葉町一丁目,まつばちょういっちょうめ,61055301,61055,301,1番,35.152073,136.866145
松葉町一丁目,まつばちょういっちょうめ,61055501,61055,501,3番,35.151516,136.866515
松葉町一丁目,まつばちょういっちょうめ,61055701,61055,701,2番,35.152076,136.866337
松原二丁目,まつばらにちょうめ,61056301,61056,301,1番,35.154642,136.894740
松原二丁目,まつばらにちょうめ,61056701,61056,701,2番,35.154608,136.894531
的場町,まとばちょう,61057301,61057,301,1番,35.131474,136.858782
的場町,まとばちょう,61057701,61057,701,2番,35.131389,136.859158
豆田町,まめだちょう,61058301,61058,301,1番,35.130909,136.924140
豆田町,まめだちょう,61058701,61058,701,2番,35.130645,136.923009
丸田町,まるたまち,61060101,61060,101,4番,35.163279,136.915154
丸田町,まるたまち,61060301,61060,301,1番,35.161879,136.914210
丸田町,まるたまち,61060501,61060,501,3番,35.160495,136.915840
丸田町,まるたまち,61060701,61060,701,2番,35.161061,136.914690
丸中橋東,まるなかばしひがし,61064301,61064,301,1番,35.214299,136.868030
丸中橋東,まるなかばしひがし,61064701,61064,701,2番,35.214366,136.867733
丸根,まるね,61065101,61065,101,2番,35.064319,136.943894
丸根,まるね,61065501,61065,501,1番,35.063837,136.944264
丸山本通,まるやまほんどおり,61070300,61070,300,2番,35.161715,136.943161
丸山本通,まるやまほんどおり,61070301,61070,301,1番,35.161250,136.946057
丸山本通,まるやまほんどおり,61070701,61070,701,3番,35.161498,136.944088
万町,まんちょう,61075101,61075,101,4番,35.147624,136.860358
万町,まんちょう,61075301,61075,301,1番,35.148467,136.858745
万町,まんちょう,61075501,61075,501,3番,35.148200,136.860595
万町,まんちょう,61075701,61075,701,2番,35.148368,136.858722
万場大橋,まんばおおはし,61080301,61080,301,1番,35.156653,136.832675
万場大橋,まんばおおはし,61080701,61080,701,2番,35.156527,136.831627
万場小橋,まんばこばし,61085301,61085,301,1番,35.157154,136.827920
万場小橋,まんばこばし,61085701,61085,701,2番,35.156813,136.828913
三日月住宅,みかづきじゅうたく,62000101,62000,101,2番,35.130860,136.829892
三日月住宅,みかづきじゅうたく,62000501,62000,501,1番,35.129644,136.830101
水広橋,みずひろばし,62002101,62002,101,2番,35.081567,136.994336
水広橋,みずひろばし,62002501,62002,501,1番,35.081371,136.994544
水広公園南,みずひろこうえんみなみ,62004301,62004,301,1番,35.076080,136.993395
水広公園南,みずひろこうえんみなみ,62004701,62004,701,2番,35.076004,136.993221
己新田,みしんでん,62006301,62006,301,1番,35.067204,136.924387
水広公園,みずひろこうえん,62007101,62007,101,2番,35.076937,136.992822
水広公園,みずひろこうえん,62007501,62007,501,1番,35.076778,136.992872
瑞穂運動場西,みずほうんどうじょうにし,62008101,62008,101,4番,35.125574,136.935300
瑞穂運動場西,みずほうんどうじょうにし,62008301,62008,301,1番,35.124955,136.934479
瑞穂運動場西,みずほうんどうじょうにし,62008701,62008,701,2番,35.124619,136.934953
瑞穂運動場東,みずほうんどうじょうひがし,62009101,62009,101,4番,35.122636,136.947401
瑞穂運動場東,みずほうんどうじょうひがし,62009301,62009,301,1番,35.122546,136.948128
瑞穂運動場東,みずほうんどうじょうひがし,62009501,62009,501,3番,35.121487,136.948022
瑞穂運動場東,みずほうんどうじょうひがし,62009701,62009,701,2番,35.121303,136.946897
瑞穂区役所,みずほくやくしょ,62015101,62015,101,4番,35.131152,136.934454
瑞穂区役所,みずほくやくしょ,62015102,62015,102,3番,35.132433,136.934261
瑞穂区役所,みずほくやくしょ,62015301,62015,301,5番,35.132078,136.935326
瑞穂区役所,みずほくやくしょ,62015501,62015,501,2番,35.132769,136.934456
瑞穂区役所,みずほくやくしょ,62015502,62015,502,1番,35.131344,136.934673
瑞穂区役所,みずほくやくしょ,62015701,62015,701,6番,35.131788,136.933808
瑞穂グランド,みずほぐらんど,62020301,62020,301,1番,35.121507,136.944110
瑞穂グランド,みずほぐらんど,62020701,62020,701,2番,35.121551,136.943512
瑞穂公園,みずほこうえん,62025101,62025,101,2番,35.125589,136.940285
瑞穂公園,みずほこうえん,62025501,62025,501,1番,35.124890,136.940474
瑞穂生涯学習センター,みずほしょうがいがくしゅうせんたー,62026101,62026,101,2番,35.120186,136.926118
瑞穂生涯学習センター,みずほしょうがいがくしゅうせんたー,62026501,62026,501,1番,35.120361,136.926199
瑞穂図書館,みずほとしょかん,62028101,62028,101,2番,35.121663,136.940718
瑞穂図書館,みずほとしょかん,62028501,62028,501,1番,35.121939,136.940801
瑞穂通一丁目,みずほどおりいっちょうめ,62029101,62029,101,1番,35.137474,136.933503
瑞穂通四丁目,みずほどおりよんちょうめ,62030101,62030,101,2番,35.127838,136.934956
瑞穂通四丁目,みずほどおりよんちょうめ,62030501,62030,501,1番,35.128913,136.935041
瑞穂通七丁目,みずほどおりななちょうめ,62040101,62040,101,3番,35.121013,136.935981
瑞穂通七丁目,みずほどおりななちょうめ,62040301,62040,301,1番,35.121531,136.935213
瑞穂通七丁目,みずほどおりななちょうめ,62040501,62040,501,2番,35.122114,136.936062
瑞穂保健センター,みずほほけんせんたー,62041101,62041,101,2番,35.129093,136.945345
瑞穂保健センター,みずほほけんせんたー,62041501,62041,501,1番,35.128939,136.945542
瑞穂福祉会館北,みずほふくしかいかんきた,62042301,62042,301,1番,35.132645,136.943117
瑞穂福祉会館北,みずほふくしかいかんきた,62042701,62042,701,2番,35.132765,136.941897
水分橋,みずわけばし,62045101,62045,101,4番,35.219328,136.933320
水分橋,みずわけばし,62045301,62045,301,1番,35.220318,136.931818
水分橋,みずわけばし,62045501,62045,501,3番,35.219239,136.933433
水分橋,みずわけばし,62045701,62045,701,2番,35.220227,136.931586
水分橋,みずわけばし,62045901,62045,901,降車,35.220139,136.931985
溝口,みぞぐち,62050301,62050,301,1番,35.121295,136.988220
溝口,みぞぐち,62050501,62050,501,3番,35.121665,136.986964
溝口,みぞぐち,62050701,62050,701,2番,35.120807,136.986673
見付小学校,みつけしょうがっこう,62051301,62051,301,1番,35.159592,136.960010
見付小学校,みつけしょうがっこう,62051701,62051,701,2番,35.159293,136.960099
みどりが丘公園,みどりがおかこうえん,62052901,62052,901,降車,35.088206,137.013611
みどりが丘公園,みどりがおかこうえん,62052902,62052,902,1番,35.088178,137.013699
みどりが丘公園口,みどりがおかこうえんぐち,62053401,62053,401,1番,35.088020,137.010777
みどりが丘公園口,みどりがおかこうえんぐち,62053801,62053,801,2番,35.087820,137.010801
三ツ蔵通本町,みつくらどおりほんまち,62054501,62054,501,1番,35.165921,136.902534
緑ケ丘住宅,みどりがおかじゅうたく,62055102,62055,102,3番,35.213283,136.980396
緑ケ丘住宅,みどりがおかじゅうたく,62055501,62055,501,2番,35.212964,136.980230
緑ケ丘住宅,みどりがおかじゅうたく,62055901,62055,901,1番,35.212606,136.980342
緑ケ丘住宅,みどりがおかじゅうたく,62055902,62055,902,降車,35.212443,136.980579
みどりが丘公園会館,みどりがおかこうえんかいかん,62056801,62056,801,1番,35.086435,137.010885
緑丘高校,みどりがおかこうこう,62057301,62057,301,1番,35.209568,136.983029
緑丘高校,みどりがおかこうこう,62057701,62057,701,2番,35.209309,136.982853
緑区役所,みどりくやくしょ,62060101,62060,101,2番,35.070308,136.952948
緑区役所,みどりくやくしょ,62060501,62060,501,1番,35.069801,136.951965
緑黒石,みどりくろいし,62065101,62065,101,4番,35.097833,136.993775
緑黒石,みどりくろいし,62065300,62065,300,2番,35.097327,136.992432
緑黒石,みどりくろいし,62065301,62065,301,1番,35.096549,136.994567
緑黒石,みどりくろいし,62065701,62065,701,3番,35.096994,136.992781
緑黒石住宅,みどりくろいしじゅうたく,62070501,62070,501,1番,35.099741,136.993741
緑高校,みどりこうこう,62075301,62075,301,1番,35.080945,136.963424
緑高校,みどりこうこう,62075701,62075,701,2番,35.080830,136.963371
みどり市民病院,みどりしみんびょういん,62080101,62080,101,4番,35.082222,136.960212
みどり市民病院,みどりしみんびょういん,62080301,62080,301,1番,35.081622,136.960816
みどり市民病院,みどりしみんびょういん,62080501,62080,501,3番,35.081379,136.960046
みどり市民病院,みどりしみんびょういん,62080701,62080,701,2番,35.081977,136.958939
緑文化小劇場,みどりぶんかしょうげきじょう,62084100,62084,100,4番,35.092340,136.999949
緑文化小劇場,みどりぶんかしょうげきじょう,62084101,62084,101,6番,35.093794,136.998627
緑文化小劇場,みどりぶんかしょうげきじょう,62084301,62084,301,1番,35.093875,137.000046
緑文化小劇場,みどりぶんかしょうげきじょう,62084501,62084,501,3番,35.092864,136.999756
緑文化小劇場,みどりぶんかしょうげきじょう,62084701,62084,701,2番,35.093853,137.000333
緑文化小劇場,みどりぶんかしょうげきじょう,62084702,62084,702,5番,35.092558,136.998249
緑車庫,みどりしゃこ,62085301,62085,301,1番,35.098418,137.010015
緑車庫,みどりしゃこ,62085701,62085,701,2番,35.098386,137.010260
緑スポーツセンター,みどりすぽーつせんたー,62086301,62086,301,1番,35.079764,136.972642
緑スポーツセンター,みどりすぽーつせんたー,62086701,62086,701,2番,35.079582,136.971993
緑図書館,みどりとしょかん,62087201,62087,201,1番,35.084409,136.971633
緑図書館,みどりとしょかん,62087601,62087,601,2番,35.083383,136.970360
緑保健センター,みどりほけんせんたー,62088201,62088,201,4番,35.081090,136.968432
緑保健センター,みどりほけんせんたー,62088301,62088,301,1番,35.080373,136.968645
緑保健センター,みどりほけんせんたー,62088501,62088,501,3番,35.079739,136.968243
緑保健センター,みどりほけんせんたー,62088701,62088,701,2番,35.080459,136.967606
緑町,みどりまち,62089101,62089,101,2番,35.151704,136.930031
緑町,みどりまち,62089501,62089,501,1番,35.150912,136.929973
港区役所,みなとくやくしょ,62093101,62093,101,2番,35.108942,136.884901
港区役所,みなとくやくしょ,62093501,62093,501,降車,35.109005,136.885316
港区役所,みなとくやくしょ,62093901,62093,901,降車,35.108960,136.883832
港区役所,みなとくやくしょ,62093902,62093,902,1番,35.108895,136.884288
港郵便局,みなとゆうびんきょく,62095101,62095,101,2番,35.103533,136.883815
港郵便局,みなとゆうびんきょく,62095501,62095,501,1番,35.103531,136.884130
南荒子駅,みなみあらこえき,62098301,62098,301,1番,35.131488,136.860773
南荒子駅,みなみあらこえき,62098701,62098,701,2番,35.131375,136.860953
南一番町,みなみいちばんちょう,62100101,62100,101,3番,35.116382,136.896989
南一番町,みなみいちばんちょう,62100501,62100,501,2番,35.117188,136.897686
南一番町,みなみいちばんちょう,62100502,62100,502,1番,35.115971,136.897039
南大高駅,みなみおおだかえき,62102901,62102,901,降車,35.054884,136.947862
南大高駅,みなみおおだかえき,62102902,62102,902,1番,35.054768,136.947936
南大高駅西,みなみおおだかえきにし,62103101,62103,101,2番,35.054554,136.944850
南大高駅西,みなみおおだかえきにし,62103501,62103,501,1番,35.054673,136.944945
南大高駅東,みなみおおだかえきひがし,62104101,62104,101,2番,35.055752,136.948318
南大高駅東,みなみおおだかえきひがし,62104501,62104,501,1番,35.055856,136.948384
南大坪,みなみおおつぼ,62105301,62105,301,1番,35.138407,136.982782
南大坪,みなみおおつぼ,62105701,62105,701,2番,35.138319,136.982028
南ケ丘,みなみがおか,62106301,62106,301,1番,35.176113,136.962957
南ケ丘,みなみがおか,62106501,62106,501,2番,35.175497,136.962628
南川町,みなみかわちょう,62107101,62107,101,4番,35.218428,136.881541
南川町,みなみかわちょう,62107201,62107,201,3番,35.219622,136.882834
南川町,みなみかわちょう,62107501,62107,501,1番,35.218716,136.881387
南川町,みなみかわちょう,62107601,62107,601,2番,35.218994,136.882443
南区役所,みなみくやくしょ,62110101,62110,101,6番,35.094564,136.928935
南区役所,みなみくやくしょ,62110301,62110,301,1番,35.094560,136.930562
南区役所,みなみくやくしょ,62110501,62110,501,5番,35.096088,136.928505
南区役所,みなみくやくしょ,62110502,62110,502,4番,35.095220,136.928980
南区役所,みなみくやくしょ,62110700,62110,700,3番,35.094800,136.931646
南久留里,みなみくるり,62115301,62115,301,1番,35.186657,136.983930
南久留里,みなみくるり,62115701,62115,701,2番,35.186792,136.982585
南高校,みなみこうこう,62120101,62120,101,2番,35.096865,136.919742
南高校,みなみこうこう,62120501,62120,501,1番,35.096331,136.920007
南天白中学校,みなみてんぱくちゅうがっこう,62125101,62125,101,2番,35.112484,136.963375
南天白中学校,みなみてんぱくちゅうがっこう,62125501,62125,501,1番,35.112756,136.963290
南浜通,みなみはまどおり,62130301,62130,301,1番,35.111765,136.920893
南浜通,みなみはまどおり,62130701,62130,701,2番,35.111843,136.919402
南原,みなみはら,62133301,62133,301,1番,35.244790,137.035465
南原,みなみはら,62133701,62133,701,2番,35.244691,137.035502
南山,みなみやま,62135301,62135,301,1番,35.137979,136.953454
南山,みなみやま,62135701,62135,701,2番,35.137782,136.953747
宮裏,みやうら,62140301,62140,301,1番,35.153520,136.946576
宮裏,みやうら,62140701,62140,701,2番,35.154305,136.944995
都通一丁目,みやこどおりいっちょうめ,62145101,62145,101,3番,35.178248,136.939642
都通一丁目,みやこどおりいっちょうめ,62145301,62145,301,1番,35.177710,136.940160
都通一丁目,みやこどおりいっちょうめ,62145501,62145,501,2番,35.177146,136.939566
都通二丁目,みやこどおりにちょうめ,62150101,62150,101,3番,35.174651,136.938538
都通二丁目,みやこどおりにちょうめ,62150500,62150,500,2番,35.175393,136.939031
都通二丁目,みやこどおりにちょうめ,62150501,62150,501,1番,35.173507,136.938451
宮崎通,みやざきどおり,62155301,62155,301,1番,35.110569,136.932707
宮崎通,みやざきどおり,62155701,62155,701,2番,35.110268,136.931576
宮田荘,みやたそう,62157301,62157,301,1番,35.158942,136.807801
宮田荘,みやたそう,62157701,62157,701,2番,35.158871,136.807818
宮根,みやね,62160101,62160,101,2番,35.184148,136.986774
宮根,みやね,62160501,62160,501,1番,35.183763,136.986459
宮脇町,みやわきちょう,62165301,62165,301,1番,35.135842,136.868132
宮脇町,みやわきちょう,62165701,62165,701,2番,35.135745,136.868218
妙音通二丁目,みょうおんどおりにちょうめ,62175301,62175,301,1番,35.117053,136.926254
妙音通二丁目,みょうおんどおりにちょうめ,62175701,62175,701,2番,35.116814,136.925969
妙見町,みょうけんちょう,62185301,62185,301,1番,35.146367,136.967972
妙見町,みょうけんちょう,62185701,62185,701,2番,35.146277,136.968089
三吉町三丁目,みよしちょうさんちょうめ,62190301,62190,301,1番,35.072724,136.914882
三吉町三丁目,みよしちょうさんちょうめ,62190701,62190,701,2番,35.072699,136.915486
見寄町,みよりちょう,62195101,62195,101,2番,35.220038,136.861950
見寄町,みよりちょう,62195501,62195,501,1番,35.219816,136.862190
向田町,むかいだちょう,63000301,63000,301,1番,35.146836,136.909439
向田町,むかいだちょう,63000501,63000,501,2番,35.146481,136.908293
向が丘,むかいがおか,63005101,63005,101,2番,35.117231,137.004609
向が丘,むかいがおか,63005501,63005,501,1番,35.116449,137.004319
向野田,むかえのだ,63010101,63010,101,2番,35.197186,137.011422
向野田,むかえのだ,63010501,63010,501,1番,35.196730,137.012070
向島町五丁目,むこうじまちょうごちょうめ,63015301,63015,301,1番,35.162892,136.850900
向島町五丁目,むこうじまちょうごちょうめ,63015701,63015,701,2番,35.162807,136.851316
六野,むつの,63025301,63025,301,1番,35.134479,136.912058
六野,むつの,63025701,63025,701,2番,35.134373,136.911140
名四十一屋,めいしじゅういちや,64000101,64000,101,2番,35.097267,136.853989
名四十一屋,めいしじゅういちや,64000501,64000,501,1番,35.096592,136.854821
明治一丁目,めいじいっちょうめ,64002101,64002,101,2番,35.113425,136.904843
明治一丁目,めいじいっちょうめ,64002501,64002,501,1番,35.112704,136.904640
明治小学校西,めいじしょうがっこうにし,64003101,64003,101,2番,35.111117,136.903525
明治小学校西,めいじしょうがっこうにし,64003501,64003,501,1番,35.111252,136.903815
明正,めいしょう,64005101,64005,101,2番,35.118433,136.842080
明正,めいしょう,64005501,64005,501,1番,35.117648,136.842174
名城公園,めいじょうこうえん,64010101,64010,101,2番,35.190202,136.903494
名城公園,めいじょうこうえん,64010501,64010,501,1番,35.190037,136.903983
名城病院,めいじょうびょういん,64013501,64013,501,4番,35.180887,136.900448
名城病院,めいじょうびょういん,64013701,64013,701,3番,35.181250,136.899533
名城病院,めいじょうびょういん,640133N1,64013,3N1,2番,35.181690,136.900824
名城病院,めいじょうびょういん,640133S1,64013,3S1,1番,35.180244,136.901165
名城町,めいじょうちょう,64015101,64015,101,2番,35.186954,136.904388
名城町,めいじょうちょう,64015501,64015,501,1番,35.187117,136.904781
名西橋,めいせいばし,64020100,64020,100,2番,35.200115,136.876234
名西橋,めいせいばし,64020501,64020,501,降車,35.201481,136.877022
名西橋,めいせいばし,64020502,64020,502,1番,35.200971,136.876719
名西二丁目,めいせいにちょうめ,64022101,64022,101,4番,35.190403,136.877206
名西二丁目,めいせいにちょうめ,64022301,64022,301,1番,35.191657,136.879052
名西二丁目,めいせいにちょうめ,64022501,64022,501,3番,35.190828,136.877934
名西二丁目,めいせいにちょうめ,64022701,64022,701,2番,35.191653,136.880138
名大病院,めいだいびょういん,64025300,64025,300,2番,35.157552,136.919603
名大病院,めいだいびょういん,64025301,64025,301,1番,35.156964,136.921308
名大病院,めいだいびょういん,64025701,64025,701,3番,35.157120,136.920546
名鉄印場,めいてついんば,64027900,64027,900,降車,35.210849,137.011395
名鉄印場,めいてついんば,64027901,64027,901,1番,35.210699,137.011843
名鉄栄生,めいてつさこう,64029101,64029,101,2番,35.184061,136.873971
名鉄栄生,めいてつさこう,64029501,64029,501,1番,35.184115,136.874254
名港潮見インター,めいこうしおみいんたー,64030101,64030,101,2番,35.055080,136.870491
名港潮見インター,めいこうしおみいんたー,64030501,64030,501,1番,35.054923,136.870761
名鉄東枇杷島,めいてつひがしびわじま,64031301,64031,301,1番,35.189490,136.870265
名鉄東枇杷島,めいてつひがしびわじま,64031701,64031,701,2番,35.189429,136.869743
名鉄有松,めいてつありまつ,64032101,64032,101,4番,35.067893,136.970192
名鉄有松,めいてつありまつ,64032102,64032,102,3番,35.069497,136.971785
名鉄有松,めいてつありまつ,64032900,64032,900,降車,35.068153,136.970883
名鉄有松,めいてつありまつ,64032901,64032,901,2番,35.068408,136.970950
名鉄有松,めいてつありまつ,64032902,64032,902,1番,35.068281,136.971312
名鉄清水,めいてつしみず,64033101,64033,101,2番,35.187681,136.913010
名鉄清水,めいてつしみず,64033501,64033,501,1番,35.186267,136.913365
名鉄山王,めいてつさんのう,64034301,64034,301,1番,35.153080,136.886303
名鉄山王,めいてつさんのう,64034701,64034,701,2番,35.152885,136.886840
名鉄神宮前,めいてつじんぐうまえ,64035901,64035,901,降車,35.127540,136.912304
名鉄神宮前,めいてつじんぐうまえ,64035902,64035,902,1番,35.127750,136.912455
名鉄鳴海,めいてつなるみ,64036901,64036,901,降車,35.078638,136.950083
名鉄鳴海,めいてつなるみ,64036902,64036,902,2番,35.078405,136.949857
名鉄鳴海,めいてつなるみ,64036903,64036,903,1番,35.078437,136.949791
名鉄堀田,めいてつほりた,64037101,64037,101,4番,35.119194,136.921086
名鉄堀田,めいてつほりた,64037102,64037,102,3番,35.121660,136.920697
名鉄堀田,めいてつほりた,64037301,64037,301,降車,35.118616,136.921941
名鉄堀田,めいてつほりた,64037501,64037,501,2番,35.121654,136.921121
名鉄堀田,めいてつほりた,64037502,64037,502,1番,35.119283,136.921502
名東区役所北,めいとうくやくしょきた,64038101,64038,101,3番,35.177861,137.009838
名東区役所北,めいとうくやくしょきた,64038301,64038,301,1番,35.177571,137.010481
名東区役所北,めいとうくやくしょきた,64038701,64038,701,2番,35.177456,137.009576
名東区役所,めいとうくやくしょ,64039101,64039,101,1番,35.176149,137.011018
名東消防署,めいとうしょうぼうしょ,64040301,64040,301,1番,35.161324,137.010281
名東消防署,めいとうしょうぼうしょ,64040501,64040,501,3番,35.160194,137.010244
名東消防署,めいとうしょうぼうしょ,64040701,64040,701,2番,35.160685,137.008541
明道町,めいどうちょう,64045101,64045,101,4番,35.178189,136.889668
明道町,めいどうちょう,64045301,64045,301,1番,35.177786,136.891156
明道町,めいどうちょう,64045501,64045,501,3番,35.176817,136.890033
明道町,めいどうちょう,64045701,64045,701,2番,35.177722,136.889237
名東図書館,めいとうとしょかん,64050301,64050,301,1番,35.181651,136.999562
名東図書館,めいとうとしょかん,64050701,64050,701,2番,35.181460,136.998853
名東福祉会館,めいとうふくしかいかん,64055501,64055,501,2番,35.163786,136.999212
名東福祉会館,めいとうふくしかいかん,64055701,64055,701,1番,35.164124,136.998488
名東本通二丁目,めいとうほんどおりにちょうめ,64060301,64060,301,1番,35.160743,136.992393
名東本通二丁目,めいとうほんどおりにちょうめ,64060501,64060,501,4番,35.159851,136.991779
名東本通二丁目,めいとうほんどおりにちょうめ,64060701,64060,701,3番,35.160611,136.993526
名東本通二丁目,めいとうほんどおりにちょうめ,64060702,64060,702,2番,35.160600,136.991159
明徳池東,めいとくいけひがし,64062101,64062,101,2番,35.185725,137.013410
明徳池東,めいとくいけひがし,64062501,64062,501,1番,35.184566,137.013724
明徳公園北,めいとくこうえんきた,64063301,64063,301,1番,35.188943,137.008822
明徳公園北,めいとくこうえんきた,64063701,64063,701,2番,35.188820,137.007504
明徳橋,めいとくばし,64065101,64065,101,5番,35.113139,136.842319
明徳橋,めいとくばし,64065301,64065,301,2番,35.114047,136.841274
明徳橋,めいとくばし,64065302,64065,302,1番,35.114027,136.843056
明徳橋,めいとくばし,64065700,64065,700,4番,35.113857,136.843575
明徳橋,めいとくばし,64065701,64065,701,3番,35.113883,136.841150
明和高校前,めいわこうこうまえ,64075101,64075,101,2番,35.183397,136.908789
