系統ｺｰﾄﾞ,路線ｺｰﾄﾞ,方向ｺｰﾄﾞ,並順,バス停標柱ｺｰﾄﾞ
1125,00,2,11,54055301
1125,00,2,12,54050301
1125,00,2,13,22415301
1125,00,2,14,64010501
1125,00,2,15,64015501
1125,00,2,16,22300501
1125,00,2,17,05110501
1125,00,2,18,210405W1
1125,00,2,19,210105W3
1125,00,2,20,210103N4
1125,01,1,1,21010017
1125,01,1,2,210101E2
1125,01,1,3,210401W1
1125,01,1,4,05110101
1125,01,1,5,22300102
1125,01,1,6,64015101
1125,01,1,7,64010101
1125,01,1,8,22415701
1125,01,1,9,54050701
1125,01,1,10,54055701
1125,01,1,11,22365701
1125,01,1,12,22365703
1125,01,1,13,22365704
1125,01,1,14,34020701
1125,01,1,15,15130701
1125,01,1,16,64022701
1125,01,1,17,15030101
1125,01,1,18,15025101
1125,01,1,19,55080101
1125,01,1,20,11170101
1125,01,1,21,64020501
1125,01,2,1,64020502
1125,01,2,2,111703S1
1125,01,2,3,55080501
1125,01,2,4,15025501
1125,01,2,5,15030501
1125,01,2,6,64022301
1125,01,2,7,15130301
1125,01,2,8,34020301
1125,01,2,9,22365302
1125,01,2,10,22365304
1125,01,2,11,54055301
1125,01,2,12,54050301
1125,01,2,13,22415301
1125,01,2,14,64010501
1125,01,2,15,64015501
1125,01,2,16,22300501
1125,01,2,17,05110501
1125,01,2,18,210405W1
1125,01,2,19,210105W3
1125,01,2,20,210103N4
1125,02,2,1,22365302
1125,02,2,2,22365304
1125,02,2,3,54055301
1125,02,2,4,54050301
1125,02,2,5,22415301
1125,02,2,6,64010501
1125,02,2,7,64015501
1125,02,2,8,22300501
1125,02,2,9,05110501
1125,02,2,10,210405W1
1125,02,2,11,210105W3
1125,02,2,12,210103N4
1126,00,1,1,21010014
1126,00,1,2,210103S5
1126,00,1,3,35037501
1126,00,1,4,11270501
1126,00,1,5,61060501
1126,00,1,6,32138501
1126,00,1,7,33030503
1126,00,1,8,35025501
1126,00,1,9,35035501
1126,00,1,10,04035501
1126,00,1,11,31095501
1126,00,1,12,31175301
1126,00,1,13,31170301
1126,00,1,14,52340301
1126,00,1,15,21063301
1126,00,1,16,22480501
1126,00,1,17,51005901
1126,00,2,1,51005902
1126,00,2,2,11238101
1126,00,2,3,22480101
1126,00,2,4,21063702
1126,00,2,5,52340701
1126,00,2,6,31170701
1126,00,2,7,31170702
1126,00,2,8,31175701
1126,00,2,9,31095102
1126,00,2,10,04035101
1126,00,2,11,35035101
1126,00,2,12,35025101
1126,00,2,13,33030101
1126,00,2,14,32138101
1126,00,2,15,61060101
1126,00,2,16,11270101
1126,00,2,17,350377N1
1126,00,2,18,210107N1
1127,00,1,1,21010017
1127,00,1,2,210101E2
1127,00,1,3,210401W1
1127,00,1,4,05110101
1127,00,1,5,22300102
1127,00,1,6,64013701
1127,00,1,7,51075701
1127,00,1,8,24032701
1127,00,1,9,24030701
1127,00,1,10,05210701
1127,00,1,11,12020701
1127,00,1,12,21005701
1127,00,1,13,52350101
1127,00,1,14,64022101
1127,00,1,15,52360701
1127,00,1,16,22465101
1127,00,1,17,52345101
1127,00,1,18,55085101
1127,00,1,19,64020100
1127,00,1,20,111703S1
1127,00,1,21,111703N1
1127,00,1,22,41235301
1127,00,1,23,35225301
1127,00,1,24,22390501
1127,00,1,25,22385501
1127,00,1,26,32065501
1127,00,1,27,22365304
1127,00,1,28,54055301
1127,00,1,29,54050501
1127,00,1,30,23030501
1127,00,1,31,52135501
1127,00,1,32,41215301
1127,00,1,33,640133N1
1127,00,1,34,22300501
1127,00,1,35,05110501
1127,00,1,36,210405W1
1127,00,1,37,210105W3
1127,00,1,38,210103N4
1127,00,2,1,21010017
1127,00,2,2,210101E2
1127,00,2,3,210401W1
1127,00,2,4,05110101
1127,00,2,5,22300102
1127,00,2,6,64013701
1127,00,2,7,41215701
1127,00,2,8,52135101
1127,00,2,9,23030101
1127,00,2,10,54050701
1127,00,2,11,54055701
1127,00,2,12,22365701
1127,00,2,13,22365103
1127,00,2,14,32065101
1127,00,2,15,22385101
1127,00,2,16,22390101
1127,00,2,17,35225701
1127,00,2,18,41235701
1127,00,2,19,11170701
1127,00,2,20,64020502
1127,00,2,21,55085501
1127,00,2,22,52345501
1127,00,2,23,22465301
1127,00,2,24,52360301
1127,00,2,25,64022501
1127,00,2,26,52350500
1127,00,2,27,52350301
1127,00,2,28,21005301
1127,00,2,29,12020301
1127,00,2,30,05210301
1127,00,2,31,24030300
1127,00,2,32,24030301
1127,00,2,33,51075301
1127,00,2,34,640133N1
1127,00,2,35,22300501
1127,00,2,36,05110501
1127,00,2,37,210405W1
1127,00,2,38,210105W3
1127,00,2,39,210103N4
1127,01,1,1,21010017
1127,01,1,2,210101E2
1127,01,1,3,210401W1
1127,01,1,4,05110101
1127,01,1,5,22300102
1127,01,1,6,64013701
1127,01,1,7,51075701
1127,01,1,8,24032701
1127,01,1,9,24030701
1127,01,1,10,05210701
1127,01,1,11,12020701
1127,01,1,12,21005701
1127,01,1,13,52350101
1127,01,1,14,64022101
1127,01,1,15,52360701
1127,01,1,16,22465101
1127,01,1,17,52345101
1127,01,1,18,55085101
1127,01,1,19,64020100
1127,01,1,20,111703S1
1127,01,1,21,111703N1
1127,01,1,22,41235301
1127,01,1,23,35225301
1127,01,1,24,22390501
1127,01,1,25,22385501
1127,01,1,26,32065501
1127,01,1,27,22365703
1127,01,2,1,22365103
1127,01,2,2,32065101
1127,01,2,3,22385101
1127,01,2,4,22390101
1127,01,2,5,35225701
1127,01,2,6,41235701
1127,01,2,7,11170701
1127,01,2,8,64020502
1127,01,2,9,55085501
1127,01,2,10,52345501
1127,01,2,11,22465301
1127,01,2,12,52360301
1127,01,2,13,64022501
1127,01,2,14,52350500
1127,01,2,15,52350301
1127,01,2,16,21005301
1127,01,2,17,12020301
1127,01,2,18,05210301
1127,01,2,19,24030300
1127,01,2,20,24030301
1127,01,2,21,51075301
1127,01,2,22,640133N1
1127,01,2,23,22300501
1127,01,2,24,05110501
1127,01,2,25,210405W1
1127,01,2,26,210105W3
1127,01,2,27,210103N4
1211,00,1,1,11075010
1211,00,1,2,21090501
1211,00,1,3,02005301
1211,00,1,4,31095301
1211,00,1,5,31175301
1211,00,1,6,31170301
1211,00,1,7,52340301
1211,00,1,8,21063301
1211,00,1,9,21063302
1211,00,1,10,53040301
1211,00,1,11,53045301
1211,00,1,12,31235101
1211,00,1,13,22447101
1211,00,1,14,11250101
1211,00,1,15,11255101
1211,00,1,16,31190101
1211,00,1,17,23010701
1211,00,1,18,11010701
1211,00,1,19,02015701
1211,00,1,20,02015003
1211,00,2,1,02015010
1211,00,2,2,02015303
1211,00,2,3,11010301
1211,00,2,4,23010501
1211,00,2,5,31190500
1211,00,2,6,31190501
1211,00,2,7,11255501
1211,00,2,8,11250501
1211,00,2,9,22447501
1211,00,2,10,31235501
1211,00,2,11,53045701
1211,00,2,12,53040701
1211,00,2,13,21063701
1211,00,2,14,21063702
1211,00,2,15,52340701
1211,00,2,16,31170701
1211,00,2,17,31170702
1211,00,2,18,31175701
1211,00,2,19,31095701
1211,00,2,20,02005700
1211,00,2,21,02005701
1211,00,2,22,21090102
1211,00,2,23,11075004
1211,01,1,1,21063302
1211,01,1,2,53040301
1211,01,1,3,53045301
1211,01,1,4,31235101
1211,01,1,5,22447101
1211,01,1,6,11250101
1211,01,1,7,11255101
1211,01,1,8,31190101
1211,01,1,9,23010701
1211,01,1,10,11010701
1211,01,1,11,02015701
1211,01,1,12,02015003
1211,01,2,1,02015010
1211,01,2,2,02015303
1211,01,2,3,11010301
1211,01,2,4,23010501
1211,01,2,5,31190500
1211,01,2,6,31190501
1211,01,2,7,11255501
1211,01,2,8,11250501
1211,01,2,9,22447501
1211,01,2,10,31235501
1211,01,2,11,53045701
1211,01,2,12,53040701
1211,01,2,13,21063701
1212,00,1,1,11075010
1212,00,1,2,21090501
1212,00,1,3,02005301
1212,00,1,4,31095301
1212,00,1,5,31175301
1212,00,1,6,31170301
1212,00,1,7,52340301
1212,00,1,8,21063301
1212,00,1,9,22480501
1212,00,1,10,12010301
1212,00,1,11,12015301
1212,00,1,12,02030301
1212,00,1,13,11200301
1212,00,1,14,62135301
1212,00,1,15,52150301
1212,00,1,16,71040202
1212,00,1,17,71040101
1212,00,1,18,71195101
1212,00,1,19,71190101
1212,00,1,20,71060101
1212,00,1,21,71060301
1212,00,1,22,62185301
1212,00,2,1,62185701
1212,00,2,2,71060501
1212,00,2,3,71190501
1212,00,2,4,71195501
1212,00,2,5,71040501
1212,00,2,6,71040601
1212,00,2,7,52150701
1212,00,2,8,62135701
1212,00,2,9,11200701
1212,00,2,10,02030701
1212,00,2,11,12015701
1212,00,2,12,12010701
1212,00,2,13,11238701
1212,00,2,14,22480101
1212,00,2,15,21063702
1212,00,2,16,52340701
1212,00,2,17,31170701
1212,00,2,18,31170702
1212,00,2,19,31175701
1212,00,2,20,31095701
1212,00,2,21,02005700
1212,00,2,22,02005701
1212,00,2,23,21090102
1212,00,2,24,11075004
1212,01,2,1,11075010
1212,01,2,2,21090501
1212,01,2,3,02005301
1212,01,2,4,31095301
1212,01,2,5,31175301
1212,01,2,6,31170401
1212,01,2,7,23033401
1212,01,2,8,22480101
1212,01,2,9,21063702
1212,01,2,10,52340701
1212,01,2,11,31170701
1212,01,2,12,31170702
1212,01,2,13,31175701
1212,01,2,14,31095701
1212,01,2,15,02005700
1212,01,2,16,02005701
1212,01,2,17,21090102
1212,01,2,18,11075004
1212,02,1,1,22480501
1212,02,1,2,12010301
1212,02,1,3,12015301
1212,02,1,4,02030301
1212,02,1,5,11200301
1212,02,1,6,62135301
1212,02,1,7,52150301
1212,02,1,8,71040202
1212,02,1,9,71040101
1212,02,1,10,71195101
1212,02,1,11,71190101
1212,02,1,12,71060101
1212,02,1,13,71060301
1212,02,1,14,62185301
1212,02,2,1,62185701
1212,02,2,2,71060501
1212,02,2,3,71190501
1212,02,2,4,71195501
1212,02,2,5,71040501
1212,02,2,6,71040601
1212,02,2,7,52150701
1212,02,2,8,62135701
1212,02,2,9,11200701
1212,02,2,10,02030701
1212,02,2,11,12015701
1212,02,2,12,12010701
1212,02,2,13,11238701
1212,02,2,14,22480101
1214,00,1,1,11075009
1214,00,1,2,21090501
1214,00,1,3,02005301
1214,00,1,4,31095301
1214,00,1,5,31175301
1214,00,1,6,31170301
1214,00,1,7,52340301
1214,00,1,8,21063301
1214,00,1,9,22480501
1214,00,1,10,51005501
1214,00,1,11,62015501
1214,00,1,12,62015301
1214,00,1,13,05235301
1214,00,1,14,22125301
1214,00,1,15,22355301
1214,00,1,16,71127301
1214,00,1,17,22230501
1214,00,1,18,25007501
1214,00,1,19,51040501
1214,00,1,20,62009101
1214,00,2,1,62009301
1214,00,2,2,51040101
1214,00,2,3,25007101
1214,00,2,4,22230101
1214,00,2,5,71127701
1214,00,2,6,22355701
1214,00,2,7,22125701
1214,00,2,8,05235701
1214,00,2,9,62015102
1214,00,2,10,51005101
1214,00,2,11,62029101
1214,00,2,12,22480101
1214,00,2,13,21063702
1214,00,2,14,52340701
1214,00,2,15,31170701
1214,00,2,16,31170702
1214,00,2,17,31175701
1214,00,2,18,31095701
1214,00,2,19,02005700
1214,00,2,20,02005701
1214,00,2,21,21090102
1214,00,2,22,11075004
1214,01,1,1,11075009
1214,01,1,2,21090501
1214,01,1,3,02005301
1214,01,1,4,31095502
1214,01,1,5,11280501
1214,01,1,6,55095301
1214,01,1,7,61058301
1214,01,1,8,12068301
1214,01,1,9,23008301
1214,01,1,10,62015301
1214,01,1,11,05235301
1214,01,1,12,22125301
1214,01,1,13,22355301
1214,01,1,14,71127301
1214,01,1,15,22230501
1214,01,1,16,25007501
1214,01,1,17,51040501
1214,01,1,18,62009101
1214,01,2,1,62009301
1214,01,2,2,51040101
1214,01,2,3,25007101
1214,01,2,4,22230101
1214,01,2,5,71127701
1214,01,2,6,22355701
1214,01,2,7,22125701
1214,01,2,8,05235701
1214,01,2,9,62015701
1214,01,2,10,23008701
1214,01,2,11,12068701
1214,01,2,12,61058701
1214,01,2,13,55095101
1214,01,2,14,11280101
1214,01,2,15,31095101
1214,01,2,16,31095701
1214,01,2,17,02005700
1214,01,2,18,02005701
1214,01,2,19,21090102
1214,01,2,20,11075004
1215,00,1,1,11075009
1215,00,1,2,21090502
1215,00,1,3,31075501
1215,00,1,4,01107301
1215,00,1,5,11280301
1215,00,1,6,55095501
1215,00,1,7,03040301
1215,00,1,8,31008301
1215,00,1,9,31005301
1215,00,1,10,35170301
1215,00,1,11,62008301
1215,00,1,12,35165301
1215,00,1,13,62020301
1215,00,1,14,62009101
1215,00,2,1,62009701
1215,00,2,2,62020701
1215,00,2,3,35165701
1215,00,2,4,62008701
1215,00,2,5,35170701
1215,00,2,6,31005701
1215,00,2,7,31008701
1215,00,2,8,03040102
1215,00,2,9,55095101
1215,00,2,10,11280101
1215,00,2,11,01107701
1215,00,2,12,31075102
1215,00,2,13,21090101
1215,00,2,14,11075004
1216,00,1,1,11075010
1216,00,1,2,21090501
1216,00,1,3,02005301
1216,00,1,4,31095301
1216,00,1,5,31175301
1216,00,1,6,31170301
1216,00,1,7,52340301
1216,00,1,8,21063301
1216,00,1,9,21063302
1216,00,1,10,53040301
1216,00,1,11,53045301
1216,00,1,12,02030501
1216,00,1,13,31210501
1216,00,1,14,22125501
1216,00,1,15,62041501
1216,00,1,16,31212501
1216,00,1,17,62009301
1216,00,2,1,62009101
1216,00,2,2,31212101
1216,00,2,3,62041101
1216,00,2,4,22125101
1216,00,2,5,31210101
1216,00,2,6,02030101
1216,00,2,7,53045701
1216,00,2,8,53040701
1216,00,2,9,21063701
1216,00,2,10,21063702
1216,00,2,11,52340701
1216,00,2,12,31170701
1216,00,2,13,31170702
1216,00,2,14,31175701
1216,00,2,15,31095701
1216,00,2,16,02005700
1216,00,2,17,02005701
1216,00,2,18,21090102
1216,00,2,19,11075004
1218,00,1,1,11075013
1218,00,1,2,21090501
1218,00,1,3,02005301
1218,00,1,4,31095502
1218,00,1,5,11280501
1218,00,1,6,55095501
1218,00,1,7,03040501
1218,00,1,8,64037501
1218,00,1,9,64037502
1218,00,1,10,32030501
1218,00,1,11,75037501
1218,00,1,12,75035501
1218,00,1,13,32035502
1218,00,1,14,32040501
1218,00,1,15,32045501
1218,00,1,16,62110502
1218,00,1,17,51010501
1218,00,1,18,65010501
1218,00,1,19,55065501
1218,00,1,20,31010701
1218,00,1,21,41255701
1218,00,1,22,11165701
1218,00,1,23,41250701
1218,00,1,24,22265702
1218,00,1,25,11065001
1218,00,2,1,11065002
1218,00,2,2,22265302
1218,00,2,3,41250301
1218,00,2,4,11165301
1218,00,2,5,41255301
1218,00,2,6,31010101
1218,00,2,7,55065101
1218,00,2,8,65010101
1218,00,2,9,51010101
1218,00,2,10,62110101
1218,00,2,11,32045101
1218,00,2,12,32040101
1218,00,2,13,32035101
1218,00,2,14,75035101
1218,00,2,15,75037101
1218,00,2,16,32030101
1218,00,2,17,64037101
1218,00,2,18,64037102
1218,00,2,19,03040101
1218,00,2,20,03040102
1218,00,2,21,55095101
1218,00,2,22,11280101
1218,00,2,23,31095101
1218,00,2,24,31095701
1218,00,2,25,02005700
1218,00,2,26,02005701
1218,00,2,27,21090102
1218,00,2,28,11075004
1218,01,1,1,64037502
1218,01,1,2,32030501
1218,01,1,3,75037501
1218,01,1,4,75035501
1218,01,1,5,32035502
1218,01,1,6,32040501
1218,01,1,7,32045501
1218,01,1,8,62110502
1218,01,1,9,51010501
1218,01,1,10,65010501
1218,01,1,11,55065501
1218,01,1,12,31010701
1218,01,1,13,41255701
1218,01,1,14,11165701
1218,01,1,15,41250701
1218,01,1,16,22265702
1218,01,1,17,11065001
1218,01,2,1,11065002
1218,01,2,2,22265302
1218,01,2,3,41250301
1218,01,2,4,11165301
1218,01,2,5,41255301
1218,01,2,6,31010101
1218,01,2,7,55065101
1218,01,2,8,65010101
1218,01,2,9,51010101
1218,01,2,10,62110101
1218,01,2,11,32045101
1218,01,2,12,32040101
1218,01,2,13,32035101
1218,01,2,14,75035101
1218,01,2,15,75037101
1218,01,2,16,32030101
1218,01,2,17,64037301
1219,00,1,1,22560507
1219,00,1,2,01105501
1219,00,1,3,03060501
1219,00,1,4,03055501
1219,00,1,5,64003501
1219,00,1,6,32110501
1219,00,1,7,21110501
1219,00,1,8,41335501
1219,00,1,9,41334501
1219,00,1,10,41340501
1219,00,1,11,82000501
1219,00,1,12,01095501
1219,00,1,13,05035501
1219,00,1,14,52195501
1219,00,1,15,22440501
1219,00,1,16,22442501
1219,00,1,17,53090701
1219,00,1,18,53093701
1219,00,1,19,53095501
1219,00,1,20,22070701
1219,00,1,21,91005701
1219,00,1,22,22055501
1219,00,1,23,22060501
1219,00,1,24,22050501
1219,00,1,25,64030501
1219,00,1,26,22065501
1219,00,2,1,22065101
1219,00,2,2,64030101
1219,00,2,3,22050101
1219,00,2,4,22060101
1219,00,2,5,22055101
1219,00,2,6,91005901
1219,00,2,7,22070301
1219,00,2,8,53095101
1219,00,2,9,53093301
1219,00,2,10,53090101
1219,00,2,11,22442101
1219,00,2,12,22440101
1219,00,2,13,52195101
1219,00,2,14,05035101
1219,00,2,15,01095101
1219,00,2,16,82000102
1219,00,2,17,41340100
1219,00,2,18,41340101
1219,00,2,19,41334101
1219,00,2,20,41335101
1219,00,2,21,21110101
1219,00,2,22,32110101
1219,00,2,23,64003101
1219,00,2,24,03055101
1219,00,2,25,03060101
1219,00,2,26,01105100
1219,00,2,27,01105101
1219,00,2,28,22560102
1219,01,1,1,11075013
1219,01,1,2,21090502
1219,01,1,3,31075501
1219,01,1,4,01100501
1219,01,1,5,01103502
1219,01,1,6,22560507
1219,01,1,7,01105501
1219,01,1,8,03060501
1219,01,1,9,03055501
1219,01,1,10,64003501
1219,01,1,11,32110501
1219,01,1,12,21110501
1219,01,1,13,41335501
1219,01,1,14,41334501
1219,01,1,15,41340501
1219,01,1,16,82000501
1219,01,1,17,01095501
1219,01,1,18,05035501
1219,01,1,19,52195501
1219,01,1,20,22440501
1219,01,1,21,22442501
1219,01,1,22,53090701
1219,01,1,23,53093701
1219,01,1,24,53095501
1219,01,1,25,22070701
1219,01,1,26,91005701
1219,01,2,1,91005901
1219,01,2,2,22070301
1219,01,2,3,53095101
1219,01,2,4,53093301
1219,01,2,5,53090101
1219,01,2,6,22442101
1219,01,2,7,22440101
1219,01,2,8,52195101
1219,01,2,9,05035101
1219,01,2,10,01095101
1219,01,2,11,82000102
1219,01,2,12,41340100
1219,01,2,13,41340101
1219,01,2,14,41334101
1219,01,2,15,41335101
1219,01,2,16,21110101
1219,01,2,17,32110101
1219,01,2,18,64003101
1219,01,2,19,03055101
1219,01,2,20,03060101
1219,01,2,21,01105100
1219,01,2,22,01105102
1219,01,2,23,22560105
1219,01,2,24,01103101
1219,01,2,25,01100101
1219,01,2,26,31075101
1219,01,2,27,21090101
1219,01,2,28,11075004
1219,02,1,1,22560507
1219,02,1,2,01105501
1219,02,1,3,03060501
1219,02,1,4,03055501
1219,02,1,5,64003501
1219,02,1,6,32110501
1219,02,1,7,21110501
1219,02,1,8,41335501
1219,02,1,9,41334501
1219,02,1,10,41340501
1219,02,1,11,82000501
1219,02,1,12,01095501
1219,02,1,13,05035501
1219,02,1,14,52195501
1219,02,1,15,22440501
1219,02,1,16,22442501
1219,02,1,17,53090701
1219,02,1,18,53093701
1219,02,1,19,53095501
1219,02,1,20,22070701
1219,02,1,21,91005701
1219,02,2,1,91005901
1219,02,2,2,22070301
1219,02,2,3,53095101
1219,02,2,4,53093301
1219,02,2,5,53090101
1219,02,2,6,22442101
1219,02,2,7,22440101
1219,02,2,8,52195101
1219,02,2,9,05035101
1219,02,2,10,01095101
1219,02,2,11,82000102
1219,02,2,12,41340100
1219,02,2,13,41340101
1219,02,2,14,41334101
1219,02,2,15,41335101
1219,02,2,16,21110101
1219,02,2,17,32110101
1219,02,2,18,64003101
1219,02,2,19,03055101
1219,02,2,20,03060101
1219,02,2,21,01105100
1219,02,2,22,01105101
1219,02,2,23,22560102
1219,03,1,1,32110501
1219,03,1,2,21110501
1219,03,1,3,41335501
1219,03,1,4,41334501
1219,03,1,5,41340501
1219,03,1,6,82000501
1219,03,1,7,01095501
1219,03,1,8,05035501
1219,03,1,9,52195501
1219,03,1,10,22440501
1219,03,1,11,22442501
1219,03,1,12,53090701
1219,03,1,13,53093701
1219,03,1,14,53095501
1219,03,1,15,22070701
1219,03,1,16,91005701
1219,05,1,1,11075013
1219,05,1,2,21090502
1219,05,1,3,31075501
1219,05,1,4,01100501
1219,05,1,5,01103502
1219,05,1,6,22560507
1219,05,1,7,01105501
1219,05,1,8,03060501
1219,05,1,9,03055501
1219,05,1,10,64003501
1219,05,1,11,32110501
1219,05,1,12,21110501
1219,05,1,13,24080501
1219,05,1,14,35070501
1219,05,1,15,24085501
1219,05,2,1,24085101
1219,05,2,2,35070101
1219,05,2,3,24080101
1219,05,2,4,21110101
1219,05,2,5,32110101
1219,05,2,6,64003101
1219,05,2,7,03055101
1219,05,2,8,03060101
1219,05,2,9,01105100
1219,05,2,10,01105102
1219,05,2,11,22560105
1219,05,2,12,01103101
1219,05,2,13,01100101
1219,05,2,14,31075101
1219,05,2,15,21090101
1219,05,2,16,11075004
1220,00,1,1,11075012
1220,00,1,2,21090701
1220,00,1,3,22535701
1220,00,1,4,71020701
1220,00,1,5,71025501
1220,00,1,6,45015501
1220,00,1,7,45020701
1220,00,1,8,41125701
1220,00,1,9,41130701
1220,00,1,10,41120701
1220,00,1,11,31060701
1220,00,1,12,11157701
1220,00,1,13,62098701
1220,00,1,14,61057701
1220,00,1,15,01180701
1220,00,1,16,02090701
1220,00,1,17,03070701
1220,00,1,18,31037701
1220,00,1,19,31036701
1220,00,1,20,62000501
1220,00,1,21,15175501
1220,00,1,22,15175701
1220,00,2,1,15175301
1220,00,2,2,15175101
1220,00,2,3,62000101
1220,00,2,4,31036301
1220,00,2,5,31037301
1220,00,2,6,03070301
1220,00,2,7,02090301
1220,00,2,8,01180301
1220,00,2,9,61057301
1220,00,2,10,62098301
1220,00,2,11,11157301
1220,00,2,12,31060301
1220,00,2,13,41120301
1220,00,2,14,41130301
1220,00,2,15,41125301
1220,00,2,16,45020301
1220,00,2,17,45015101
1220,00,2,18,71025301
1220,00,2,19,71020301
1220,00,2,20,22535301
1220,00,2,21,21090301
1220,00,2,22,11075004
1221,00,1,1,11075014
1221,00,1,2,22620701
1221,00,1,3,05225701
1221,00,1,4,71235701
1221,00,1,5,15160701
1221,00,1,6,42130701
1221,00,1,7,41175701
1221,00,1,8,41172701
1221,00,1,9,41180701
1221,00,1,10,61045501
1221,00,1,11,15165501
1221,00,1,12,22180501
1221,00,1,13,15140701
1221,00,1,14,01165701
1221,00,1,15,01170701
1221,00,1,16,31108701
1221,00,1,17,32115701
1221,00,1,18,03065501
1221,00,1,19,03070501
1221,00,1,20,55070501
1221,00,1,21,31090501
1221,00,1,22,52025301
1221,00,1,23,41025101
1221,00,2,1,41025701
1221,00,2,2,52025701
1221,00,2,3,31090101
1221,00,2,4,55070101
1221,00,2,5,03070101
1221,00,2,6,03065100
1221,00,2,7,32115301
1221,00,2,8,31108301
1221,00,2,9,01170301
1221,00,2,10,01165301
1221,00,2,11,15140101
1221,00,2,12,22180101
1221,00,2,13,15165101
1221,00,2,14,61045101
1221,00,2,15,41180301
1221,00,2,16,41175301
1221,00,2,17,42130301
1221,00,2,18,15160301
1221,00,2,19,71235301
1221,00,2,20,05225301
1221,00,2,21,22620301
1221,00,2,22,11077301
1221,00,2,23,11075004
1221,01,1,1,11075014
1221,01,1,2,22620701
1221,01,1,3,05225701
1221,01,1,4,71235701
1221,01,1,5,15160701
1221,01,1,6,42130701
1221,01,1,7,41175701
1221,01,1,8,41172701
1221,01,1,9,41180701
1221,01,1,10,61045501
1221,01,1,11,15165501
1221,01,1,12,22180501
1221,01,1,13,15140701
1221,01,1,14,01165701
1221,01,1,15,01170701
1221,01,1,16,31108101
1221,01,1,17,32010101
1221,01,2,1,32010503
1221,01,2,2,31108501
1221,01,2,3,01170301
1221,01,2,4,01165301
1221,01,2,5,15140101
1221,01,2,6,22180101
1221,01,2,7,15165101
1221,01,2,8,61045101
1221,01,2,9,41180301
1221,01,2,10,41175301
1221,01,2,11,42130301
1221,01,2,12,15160301
1221,01,2,13,71235301
1221,01,2,14,05225301
1221,01,2,15,22620301
1221,01,2,16,11077301
1221,01,2,17,11075004
1222,00,1,1,11075012
1222,00,1,2,21090701
1222,00,1,3,22535701
1222,00,1,4,71020701
1222,00,1,5,71025701
1222,00,1,6,71230701
1222,00,1,7,22182701
1222,00,1,8,22175701
1222,00,1,9,61050701
1222,00,1,10,22180701
1222,00,1,11,01162701
1222,00,1,12,01160701
1222,00,1,13,32010701
1222,00,1,14,45005701
1222,00,1,15,51020701
1222,00,1,16,34005701
1222,00,1,17,23035700
1222,00,1,18,12130101
1222,00,1,19,53075701
1222,00,1,20,53080701
1222,00,1,21,35145701
1222,00,1,22,51103902
1222,00,1,23,35134701
1222,00,1,24,35120701
1222,00,1,25,35130701
1222,00,1,26,35115901
1222,00,2,1,35115902
1222,00,2,2,35130301
1222,00,2,3,35120301
1222,00,2,4,35134301
1222,00,2,5,51103902
1222,00,2,6,35145301
1222,00,2,7,53080301
1222,00,2,8,53075300
1222,00,2,9,12130501
1222,00,2,10,23035301
1222,00,2,11,34005301
1222,00,2,12,51020301
1222,00,2,13,45005301
1222,00,2,14,32010301
1222,00,2,15,01160301
1222,00,2,16,01162301
1222,00,2,17,22180301
1222,00,2,18,61050301
1222,00,2,19,22175301
1222,00,2,20,22182301
1222,00,2,21,71230301
1222,00,2,22,71025301
1222,00,2,23,71020301
1222,00,2,24,22535301
1222,00,2,25,21090301
1222,00,2,26,11075004
1222,01,1,1,11075012
1222,01,1,2,21090701
1222,01,1,3,22535701
1222,01,1,4,71020701
1222,01,1,5,71025701
1222,01,1,6,71230701
1222,01,1,7,22182701
1222,01,1,8,22175701
1222,01,1,9,61050701
1222,01,1,10,22180701
1222,01,1,11,01162701
1222,01,1,12,01160701
1222,01,1,13,32010501
1222,01,1,14,31108501
1222,01,1,15,01180501
1222,01,1,16,41065501
1222,01,1,17,41080701
1222,01,1,18,41070701
1222,01,1,19,41025101
1222,01,2,1,41025302
1222,01,2,2,41070301
1222,01,2,3,41080101
1222,01,2,4,41065101
1222,01,2,5,01180101
1222,01,2,6,31108101
1222,01,2,7,32010301
1222,01,2,8,01160301
1222,01,2,9,01162301
