系統ｺｰﾄﾞ,路線ｺｰﾄﾞ,方向ｺｰﾄﾞ,並順,バス停標柱ｺｰﾄﾞ
5511,00,2,8,41290101
5511,00,2,9,64036901
5511,00,2,10,64036902
5511,00,2,11,41290701
5511,00,2,12,11150701
5511,00,2,13,31010701
5511,00,2,14,41255701
5511,00,2,15,11165701
5511,00,2,16,41250501
5513,00,1,1,02140301
5513,00,1,2,01190301
5513,00,1,3,11210301
5513,00,1,4,55030301
5513,00,1,5,63015301
5513,00,1,6,35180102
5513,00,1,7,41140101
5513,00,1,8,41165101
5513,00,1,9,35210101
5513,00,1,10,35205101
5513,00,1,11,55130101
5513,00,2,1,55130501
5513,00,2,2,35205501
5513,00,2,3,35210501
5513,00,2,4,41165501
5513,00,2,5,41140501
5513,00,2,6,41140003
5513,00,2,7,35180501
5513,00,2,8,63015701
5513,00,2,9,55030701
5513,00,2,10,11210701
5513,00,2,11,01190701
5513,00,2,12,02140901
5515,00,1,1,05185701
5515,00,1,2,05193701
5515,00,1,3,05190501
5515,00,1,4,22245301
5515,00,1,5,01125301
5515,00,1,6,63010501
5515,00,1,7,22105501
5515,00,1,8,22625501
5515,00,1,9,64062501
5515,00,1,10,53070501
5515,00,1,11,55115902
5515,00,2,1,55115901
5515,00,2,2,53070101
5515,00,2,3,64062101
5515,00,2,4,22625101
5515,00,2,5,22105701
5515,00,2,6,63010101
5515,00,2,7,01125701
5515,00,2,8,22245701
5515,00,2,9,05190302
5515,00,2,10,05193301
5515,00,2,11,05185301
5516,00,1,1,32010700
5516,00,1,2,45005501
5516,00,1,3,32115501
5516,00,1,4,02090501
5516,00,1,5,41030501
5516,00,1,6,41025101
5516,00,2,1,41025301
5516,00,2,2,41030100
5516,00,2,3,41030101
5516,00,2,4,02090101
5516,00,2,5,32115101
5516,00,2,6,45005301
5516,00,2,7,32010501
5518,00,1,1,32011903
5518,00,1,2,32011702
5518,00,1,3,05100701
5518,00,1,4,45030101
5518,00,1,5,45035101
5518,00,1,6,12055101
5518,00,1,7,21075101
5518,00,1,8,62125101
5518,00,1,9,41105101
5518,00,1,10,22435101
5518,00,1,11,02185101
5518,00,1,12,71050101
5518,00,1,13,71105101
5518,00,1,14,22230501
5518,00,1,15,25007501
5518,00,1,16,51040501
5518,00,1,17,62009101
5518,00,2,1,62009301
5518,00,2,2,51040101
5518,00,2,3,25007101
5518,00,2,4,22230101
5518,00,2,5,71105501
5518,00,2,6,71050501
5518,00,2,7,02185501
5518,00,2,8,22435501
5518,00,2,9,41105501
5518,00,2,10,62125501
5518,00,2,11,21075501
5518,00,2,12,12055501
5518,00,2,13,45035501
5518,00,2,14,45030301
5518,00,2,15,05100301
5518,00,2,16,32011301
5518,00,2,17,32011901
5521,00,1,1,62085701
5521,00,1,2,13020701
5521,00,1,3,62084701
5521,00,1,4,62084702
5521,00,1,5,35110701
5521,00,1,6,22345701
5521,00,1,7,41310701
5521,00,1,8,52250501
5521,00,1,9,62002501
5521,00,1,10,05046400
5521,00,2,1,05046802
5521,00,2,2,62002101
5521,00,2,3,52250301
5521,00,2,4,41310301
5521,00,2,5,22345301
5521,00,2,6,35110301
5521,00,2,7,62084301
5521,00,2,8,13020301
5521,00,2,9,62085301
5522,00,2,1,41025701
5522,00,2,2,52025701
5522,00,2,3,31090101
5522,00,2,4,55070101
5522,00,2,5,03070101
5522,00,2,6,03065101
5522,00,2,7,51020301
5522,00,2,8,45005301
5522,00,2,9,32010502
5523,00,1,1,62085701
5523,00,1,2,13020701
5523,00,1,3,13022201
5523,00,1,4,42023701
5523,00,1,5,22223701
5523,00,1,6,22207701
5523,00,1,7,31087701
5523,00,1,8,22210701
5523,00,1,9,05125101
5523,00,1,10,05128101
5523,00,1,11,34025102
5523,00,1,12,52290101
5523,00,1,13,51090101
5523,00,1,14,22130101
5523,00,1,15,32020301
5524,00,1,1,41025302
5524,00,1,2,41070301
5524,00,1,3,41080301
5524,00,1,4,52080301
5524,00,1,5,41069301
5524,00,1,6,22475301
5524,00,1,7,41115301
5524,00,1,8,224455W1
5524,00,1,9,31230501
5524,00,1,10,350155W1
5524,00,1,11,82015301
5524,00,1,12,35005502
5524,00,1,13,62093501
5524,00,2,1,62093101
5524,00,2,2,35005702
5524,00,2,3,82015701
5524,00,2,4,350151W1
5524,00,2,5,350151W2
5524,00,2,6,31230101
5524,00,2,7,22445701
5524,00,2,8,41115701
5524,00,2,9,22475701
5524,00,2,10,41069701
5524,00,2,11,52080701
5524,00,2,12,41080701
5524,00,2,13,41070701
5524,00,2,14,41025101
5525,00,1,1,02238101
5525,00,1,2,01065101
5525,00,1,3,52031101
5525,00,1,4,41135101
5525,00,1,5,12072101
5525,00,1,6,31225101
5525,00,1,7,22138101
5525,00,1,8,01110701
5525,00,1,9,22225701
5525,00,1,10,11050101
5525,00,1,11,22137101
5525,00,1,12,01123301
5525,00,1,13,42067301
5525,00,1,14,52084301
5525,00,1,15,62133301
5525,00,1,16,05042301
5525,00,1,17,05041101
5525,00,1,18,22134101
5525,00,1,19,11055701
5525,00,1,20,22613301
5525,00,1,21,35033301
5525,00,1,22,15033901
5525,00,2,1,15033902
5525,00,2,2,35033701
5525,00,2,3,22613701
5525,00,2,4,11055301
5525,00,2,5,22134501
5525,00,2,6,05041501
5525,00,2,7,05042701
5525,00,2,8,62133701
5525,00,2,9,52084701
5525,00,2,10,42067701
5525,00,2,11,01123701
5525,00,2,12,01123501
5525,00,2,13,41097701
5525,00,2,14,22137501
5525,00,2,15,11050501
5525,00,2,16,22225301
5525,00,2,17,01110301
5525,00,2,18,22138501
5525,00,2,19,31225501
5525,00,2,20,12072501
5525,00,2,21,41135502
5525,00,2,22,52031501
5525,00,2,23,01065501
5525,00,2,24,02238501
5526,00,1,1,15085501
5526,00,1,2,04015501
5526,00,1,3,21063702
5526,00,1,4,52340701
5526,00,1,5,31170701
5526,00,1,6,31170702
5526,00,1,7,31175701
5526,00,1,8,31095701
5526,00,1,9,02005700
5526,00,1,10,02005701
5526,00,1,11,21090102
5526,00,1,12,11075004
5526,00,2,1,11075010
5526,00,2,2,21090501
5526,00,2,3,02005301
5526,00,2,4,31095301
5526,00,2,5,31175301
5526,00,2,6,31170301
5526,00,2,7,52340301
5526,00,2,8,21063301
5526,00,2,9,04015101
5526,00,2,10,15085301
5527,00,1,1,05185701
5527,00,1,2,05193701
5527,00,1,3,05190101
5527,00,1,4,05170101
5527,00,1,5,05170301
5527,00,1,6,71100301
5527,00,1,7,05175301
5527,00,1,8,64027901
5527,00,1,9,02238501
5527,00,1,10,35203501
5527,00,1,11,22402501
5527,00,1,12,23007501
5527,00,1,13,22403501
5527,00,1,14,22103501
5527,00,1,15,22100501
5527,00,1,16,53031501
5527,00,1,17,35135501
5527,00,1,18,53030301
5527,00,2,1,53030501
5527,00,2,2,35135101
5527,00,2,3,53031101
5527,00,2,4,22100100
5527,00,2,5,22100101
5527,00,2,6,22103101
5527,00,2,7,22403101
5527,00,2,8,23007101
5527,00,2,9,22402101
5527,00,2,10,35203101
5527,00,2,11,02238101
5527,00,2,12,64027901
5527,00,2,13,05175701
5527,00,2,14,71100701
5527,00,2,15,05170701
5527,00,2,16,05170501
5527,00,2,17,05190302
5527,00,2,18,05193301
5527,00,2,19,05185301
5528,00,1,1,11125005
5528,00,1,2,11130701
5528,00,1,3,33015101
5528,00,1,4,33020101
5528,00,1,5,71080701
5528,00,1,6,71070701
5528,00,1,7,71075702
5528,00,1,8,11240701
5528,00,1,9,11240702
5528,00,1,10,53020501
5528,00,1,11,15005501
5528,00,1,12,12100501
5528,00,1,13,24003901
5529,00,1,1,41320301
5529,00,1,2,22155301
5529,00,1,3,15155301
5529,00,1,4,52145301
5529,00,1,5,64065301
5529,00,1,6,35052301
5529,00,1,7,35050301
5529,00,1,8,02205301
5529,00,1,9,35230301
5529,00,1,10,15057301
5529,00,1,11,11248301
5529,00,1,12,11247301
5529,00,1,13,35015301
5529,00,1,14,350151W1
5529,00,1,15,350151W2
5529,00,1,16,31230101
5529,00,1,17,22310301
5529,00,1,18,85015501
5529,00,1,19,85020501
5529,00,1,20,22160501
5529,00,1,21,35005501
5529,00,1,22,62093501
6101,00,1,1,41200005
6101,00,1,2,41200504
6101,00,1,3,71137301
6101,00,1,4,71135302
6101,00,1,5,41245301
6101,00,1,6,52310301
6101,00,1,7,52310302
6101,00,1,8,52315301
6101,00,1,9,52315302
6101,00,1,10,52309302
6101,00,1,11,21012503
6101,00,1,12,41236501
6101,00,1,13,224605W1
6101,00,1,14,224605W2
6101,00,1,15,71145301
6101,00,1,16,53098701
6101,00,1,17,71145702
6101,00,1,18,91015701
6101,00,1,19,05059501
6101,00,1,20,11175301
6101,00,1,21,05058101
6101,00,1,22,05052101
6101,00,1,23,224601W1
6101,00,1,24,41236101
6101,00,1,25,21012102
6101,00,1,26,52309703
6101,00,1,27,52315701
6101,00,1,28,52310701
6101,00,1,29,52310702
6101,00,1,30,41245701
6101,00,1,31,71135701
6101,00,1,32,711377N1
6101,00,1,33,41200102
6101,00,1,34,41200001
6201,00,1,1,210105E2
6201,00,1,2,210103S5
6201,00,1,3,35037301
6201,00,1,4,22580301
6201,00,1,5,52307301
6201,00,1,6,32050301
6201,00,1,7,021903S2
6201,00,1,8,02015303
6201,00,1,9,11010301
6201,00,1,10,65025301
6201,00,1,11,52093301
6201,00,1,12,55050001
6201,00,1,13,02095301
6201,00,1,14,11180301
6201,00,1,15,55115901
6201,00,1,16,53030301
6201,00,2,1,53030302
6201,00,2,2,55115904
6201,00,2,3,11180701
6201,00,2,4,02095701
6201,00,2,5,55050007
6201,00,2,6,52093701
6201,00,2,7,65025701
6201,00,2,8,11010701
6201,00,2,9,02015701
6201,00,2,10,021907S1
6201,00,2,11,32050701
6201,00,2,12,52307701
6201,00,2,13,225807S2
6201,00,2,14,350377S1
6201,00,2,15,210107S1
6201,00,2,16,21010021
6202,00,1,1,210105E1
6202,00,1,2,210107S4
6202,00,1,3,52309702
6202,00,1,4,52315701
6202,00,1,5,52310702
6202,00,1,6,41245701
6202,00,1,7,71135701
6202,00,1,8,711377N1
6202,00,1,9,41200100
6202,00,1,10,41195003
6202,00,1,11,32009701
6202,00,1,12,05195701
6202,00,1,13,41140004
6202,00,1,14,32000501
6202,00,1,15,51045902
6202,00,1,16,32010501
6202,00,2,1,32010104
6202,00,2,2,51045902
6202,00,2,3,32000101
6202,00,2,4,41140301
6202,00,2,5,05195301
6202,00,2,6,32009302
6202,00,2,7,41195002
6202,00,2,8,41200504
6202,00,2,9,71135302
6202,00,2,10,41245301
6202,00,2,11,52310301
6202,00,2,12,52315301
6202,00,2,13,52309302
6202,00,2,14,210103S2
6202,00,2,15,21010021
6303,00,1,1,050600G1
6303,00,1,2,412263G1
6303,00,1,3,230453G1
6303,00,1,4,650481G1
6303,00,1,5,110681G1
6303,00,1,6,112581G1
6303,00,1,7,112603G1
6303,00,1,8,224702G1
6303,00,1,9,052622G1
6303,00,1,10,82003301
6303,00,1,11,82002301
6303,00,1,12,12077301
6303,00,1,13,22258301
6303,00,1,14,12076301
6303,00,1,15,11151300
6303,00,1,16,11151301
6303,00,1,17,22143301
6303,00,1,18,01173301
6303,00,1,19,34024301
6303,00,1,20,22139301
6303,00,1,21,41067301
6303,00,1,22,22135901
6303,00,2,1,22135903
6303,00,2,2,41067701
6303,00,2,3,22139701
6303,00,2,4,34024701
6303,00,2,5,01173701
6303,00,2,6,22143701
6303,00,2,7,11151701
6303,00,2,8,11151702
6303,00,2,9,12076701
6303,00,2,10,22258701
6303,00,2,11,12077701
6303,00,2,12,82002701
6303,00,2,13,82003701
6303,00,2,14,052626G1
6303,00,2,15,224706G1
6303,00,2,16,112607G1
6303,00,2,17,112585G1
6303,00,2,18,110685G1
6303,00,2,19,650485G1
6303,00,2,20,230457G1
6303,00,2,21,412267G1
6303,00,2,22,050600G2
6303,01,1,1,050600G1
6303,01,1,2,412263G1
6303,01,1,3,230453G1
6303,01,1,4,650481G1
6303,01,1,5,110681G1
6303,01,1,6,112581G1
6303,01,1,7,112603G1
6303,01,1,8,224702G1
6303,01,1,9,052622G1
6303,01,1,10,82003301
6303,01,1,11,82002301
6303,01,1,12,12077301
6303,01,1,13,22258301
6303,01,1,14,12076301
6303,01,1,15,11151300
6303,01,1,16,52193501
6303,01,1,17,31020501
6303,01,1,18,52030501
6303,01,1,19,41135101
6303,01,1,20,12072101
6303,01,1,21,31225101
6303,01,1,22,22138101
6303,01,1,23,01110701
6303,01,1,24,22225701
6303,01,1,25,34024301
6303,01,1,26,22139301
6303,01,1,27,41067301
6303,01,1,28,22135901
6303,01,2,1,22135903
6303,01,2,2,41067701
6303,01,2,3,22139701
6303,01,2,4,34024701
6303,01,2,5,22225301
6303,01,2,6,01110301
6303,01,2,7,22138501
6303,01,2,8,31225501
6303,01,2,9,12072501
6303,01,2,10,41135502
6303,01,2,11,52030101
6303,01,2,12,31020101
6303,01,2,13,52193101
6303,01,2,14,11151702
6303,01,2,15,12076701
6303,01,2,16,22258701
6303,01,2,17,12077701
6303,01,2,18,82002701
6303,01,2,19,82003701
6303,01,2,20,052626G1
6303,01,2,21,224706G1
6303,01,2,22,112607G1
6303,01,2,23,112585G1
6303,01,2,24,110685G1
6303,01,2,25,650485G1
6303,01,2,26,230457G1
6303,01,2,27,412267G1
6303,01,2,28,050600G2
6303,02,1,1,050600G1
6303,02,1,2,412263G1
6303,02,1,3,230453G1
6303,02,1,4,650481G1
6303,02,1,5,110681G1
6303,02,1,6,112581G1
6303,02,1,7,112603G1
6303,02,1,8,224702G1
6303,02,1,9,052622G1
6303,02,2,1,052626G1
6303,02,2,2,224706G1
6303,02,2,3,112607G1
6303,02,2,4,112585G1
6303,02,2,5,110685G1
6303,02,2,6,650485G1
6303,02,2,7,230457G1
6303,02,2,8,412267G1
6303,02,2,9,050600G2
6303,03,1,1,050600G1
6303,03,1,2,412263G1
6303,03,1,3,230453G1
6303,03,1,4,650481G1
6303,03,1,5,110681G1
6303,03,1,6,112581G1
6303,03,1,7,112603G1
6303,03,1,8,224702G1
6303,03,1,9,052622G1
6303,03,1,10,82003301
6303,03,1,11,82002301
6303,03,1,12,12077301
6303,03,1,13,22258301
6303,03,1,14,12076301
6303,03,1,15,11151300
6303,03,1,16,11151301
6303,03,1,17,22143301
6303,03,1,18,01173301
6303,03,1,19,34024301
6303,03,1,20,22139301
6303,03,1,21,41067301
6303,03,1,22,22135301
6303,03,1,23,34007301
6303,03,1,24,11152301
6303,03,1,25,22613301
6303,03,1,26,35033301
6303,03,1,27,15033901
6303,03,2,1,15033902
6303,03,2,2,35033701
6303,03,2,3,22613701
6303,03,2,4,11152701
6303,03,2,5,34007701
6303,03,2,6,22135701
6303,03,2,7,41067701
6303,03,2,8,22139701
6303,03,2,9,34024701
6303,03,2,10,01173701
6303,03,2,11,22143701
6303,03,2,12,11151701
6303,03,2,13,11151702
6303,03,2,14,12076701
6303,03,2,15,22258701
6303,03,2,16,12077701
6303,03,2,17,82002701
6303,03,2,18,82003701
6303,03,2,19,052626G1
6303,03,2,20,224706G1
6303,03,2,21,112607G1
6303,03,2,22,112585G1
6303,03,2,23,110685G1
6303,03,2,24,650485G1
6303,03,2,25,230457G1
6303,03,2,26,412267G1
6303,03,2,27,050600G2
6303,04,1,1,02238101
6303,04,1,2,01065101
6303,04,1,3,52031101
6303,04,1,4,52030101
6303,04,1,5,31020101
6303,04,1,6,52193101
6303,04,1,7,11151301
6303,04,1,8,22143301
6303,04,1,9,01173301
6303,04,1,10,34024301
6303,04,1,11,22139301
6303,04,1,12,41067301
6303,04,1,13,22135301
6303,04,1,14,34007301
6303,04,1,15,11152301
6303,04,1,16,22613301
6303,04,1,17,35033301
6303,04,1,18,15033901
6303,04,2,1,15033902
6303,04,2,2,35033701
6303,04,2,3,22613701
6303,04,2,4,11152701
6303,04,2,5,34007701
6303,04,2,6,22135701
6303,04,2,7,41067701
6303,04,2,8,22139701
6303,04,2,9,34024701
6303,04,2,10,01173701
6303,04,2,11,22143701
6303,04,2,12,11151701
6303,04,2,13,52193501
6303,04,2,14,31020501
6303,04,2,15,52030501
6303,04,2,16,52031501
6303,04,2,17,01065501
6303,04,2,18,02238501
7871,00,1,1,41200003
7871,00,1,2,35183901
7871,00,1,3,45074501
7871,00,1,4,22099301
7871,00,1,5,41214701
7871,00,1,6,41217301
7871,00,1,7,35087901
7871,00,1,8,53112501
7871,00,1,9,22112701
7871,00,1,10,32119501
7871,00,1,11,52309701
7871,00,1,12,52310701
7871,00,1,13,41214702
7871,00,1,14,22099701
7871,00,1,15,450731E1
7871,00,1,16,35183902
7871,00,1,17,41200001
7871,01,1,1,41200003
7871,01,1,2,35183901
7871,01,1,3,45074501
7871,01,1,4,22099301
7871,01,1,5,41214701
7871,01,1,6,41217301
7871,01,1,7,35087901
7871,01,1,8,53112501
7871,01,1,9,22112701
7871,01,1,10,32119501
7871,01,1,11,52309701
7871,01,1,12,52310701
7871,01,1,13,41200001
9011,00,1,1,32007903
9011,00,1,2,22325501
9011,00,1,3,14013501
9011,00,1,4,44002501
9011,00,1,5,44005701
9011,00,1,6,44010501
9011,00,1,7,65025501
9011,00,1,8,65025502
9011,00,1,9,75025501
9011,00,1,10,75030501
9011,00,1,11,25017301
9011,00,1,12,52095501
9011,00,1,13,52102701
9011,00,1,14,25017701
9011,00,1,15,75030701
9011,00,1,16,62051701
9011,00,1,17,31190700
9011,00,1,18,31190701
9011,00,1,19,42120701
9011,00,1,20,61070701
9011,00,1,21,51095101
9011,00,1,22,51093101
9011,00,1,23,41085101
9011,00,1,24,02015003
9011,00,1,25,02015004
9011,00,1,26,41085701
9011,00,1,27,021907S1
9011,00,1,28,02190301
9011,00,1,29,41090101
9011,00,1,30,35076301
9011,00,1,31,91010301
9011,00,1,32,91010101
9011,00,1,33,22635101
9011,00,1,34,03030101
9011,00,1,35,312151W1
9011,00,1,36,312155E1
9011,00,1,37,34050501
9011,00,1,38,34055501
9011,00,1,39,33003501
9011,00,1,40,52170500
9011,00,1,41,22523201
9011,00,1,42,62106301
9011,00,1,43,22330501
9011,00,1,44,32007901
9011,00,2,1,32007904
9011,00,2,2,22330701
9011,00,2,3,62106501
9011,00,2,4,22523601
9011,00,2,5,52170101
9011,00,2,6,33003101
9011,00,2,7,34055101
9011,00,2,8,34050101
9011,00,2,9,312155W2
9011,00,2,10,03030501
9011,00,2,11,22635501
9011,00,2,12,91010501
9011,00,2,13,91010701
9011,00,2,14,35076701
9011,00,2,15,41090501
9011,00,2,16,02190501
9011,00,2,17,02015003
9011,00,2,18,02015006
9011,00,2,19,41085501
9011,00,2,20,51093501
9011,00,2,21,51095301
9011,00,2,22,61070300
9011,00,2,23,61070301
9011,00,2,24,42120301
9011,00,2,25,31190301
9011,00,2,26,31190302
9011,00,2,27,62051301
9011,00,2,28,75030301
9011,00,2,29,25017301
9011,00,2,30,52095501
9011,00,2,31,52102701
9011,00,2,32,25017701
9011,00,2,33,75030101
9011,00,2,34,75025101
9011,00,2,35,65025101
9011,00,2,36,65025102
9011,00,2,37,44010101
9011,00,2,38,44005101
9011,00,2,39,44002101
9011,00,2,40,14013101
9011,00,2,41,22325101
9011,00,2,42,32007901
9021,00,1,1,05060904
9021,00,1,2,05060304
9021,00,1,3,71090300
9021,00,1,4,71090101
9021,00,1,5,32130101
9021,00,1,6,12002701
9021,00,1,7,51001501
9021,00,1,8,71094501
9021,00,1,9,05060701
9021,00,1,10,05060902
9021,00,1,11,05065501
9021,00,1,12,35086701
9021,00,1,13,35090501
9021,00,1,14,71155501
9021,00,1,15,52040501
9021,00,1,16,52040701
9021,00,1,17,54005701
9021,00,1,18,02000701
9021,00,1,19,52035501
9021,00,1,20,31070501
9021,00,1,21,31070302
9021,00,1,22,43000301
9021,00,1,23,31003101
9021,00,1,24,54005301
9021,00,1,25,52040301
9021,00,1,26,52040302
9021,00,1,27,14015301
9021,00,1,28,55033301
9021,00,1,29,62150500
9021,00,1,30,62150501
9021,00,1,31,02190501
9021,00,1,32,02190301
9021,00,1,33,41090101
9021,00,1,34,35076101
9021,00,1,35,12065701
9021,00,1,36,62145101
9021,00,1,37,22358101
9021,00,1,38,15145101
9021,00,1,39,71095101
9021,00,1,40,71090301
9021,00,1,41,31013301
9021,00,1,42,31015301
9021,00,1,43,23045300
9021,00,1,44,23045301
9021,00,1,45,23050301
9021,00,1,46,31028301
9021,00,1,47,32095901
9021,00,2,1,32095902
9021,00,2,2,31028701
9021,00,2,3,23050701
9021,00,2,4,23045701
9021,00,2,5,31015701
9021,00,2,6,31013701
9021,00,2,7,71090501
9021,00,2,8,71096501
9021,00,2,9,71095501
9021,00,2,10,15145502
9021,00,2,11,22358501
9021,00,2,12,62145301
9021,00,2,13,12065501
9021,00,2,14,35076501
9021,00,2,15,41090501
9021,00,2,16,02190103
9021,00,2,17,62150101
9021,00,2,18,55033701
9021,00,2,19,14015701
9021,00,2,20,52040700
9021,00,2,21,52040701
9021,00,2,22,540055E1
9021,00,2,23,31003501
9021,00,2,24,43000701
9021,00,2,25,31070101
9021,00,2,26,52035301
9021,00,2,27,02000301
9021,00,2,28,54005301
9021,00,2,29,52040301
9021,00,2,30,52040101
9021,00,2,31,71155101
9021,00,2,32,35090301
9021,00,2,33,35086101
9021,00,2,34,05065101
9021,00,2,35,05060904
9021,00,2,36,05060304
9021,00,2,37,71090300
9021,00,2,38,71090101
9021,00,2,39,32130101
9021,00,2,40,12002701
9021,00,2,41,51001501
9021,00,2,42,71094501
9021,00,2,43,05060701
9021,00,2,44,05060901
9031,00,1,1,13040002
9031,00,1,2,22510101
9031,00,1,3,12095101
9031,00,1,4,24003901
9031,00,1,5,22075301
9031,00,1,6,12100101
9031,00,1,7,150057S1
9031,00,1,8,61020101
9031,00,1,9,22413301
9031,00,1,10,53020301
9031,00,1,11,11240301
9031,00,1,12,71075302
9031,00,1,13,71070301
9031,00,1,14,71080301
9031,00,1,15,33020701
9031,00,1,16,11105701
9031,00,1,17,11108701
9031,00,1,18,51062701
9031,00,1,19,22410501
9031,00,1,20,12066501
9031,00,1,21,12066301
9031,00,1,22,41059301
9031,00,1,23,33015301
9031,00,1,24,11130501
9031,00,1,25,83000501
9031,00,1,26,91000501
9031,00,1,27,91000301
9031,00,1,28,54000101
9031,00,1,29,05240101
9031,00,1,30,11125301
9031,00,1,31,11133301
9031,00,1,32,71165501
9031,00,1,33,71175501
9031,00,1,34,05060500
9031,00,1,35,05060903
9031,00,1,36,05060601
9031,00,1,37,42020701
9031,00,1,38,23015701
9031,00,1,39,52065701
9031,00,1,40,05057701
9031,00,1,41,22240701
9031,00,1,42,22238101
9031,00,1,43,12050701
9031,00,1,44,71140101
9031,00,1,45,22510301
9031,00,1,46,13040001
9031,00,2,1,13040002
9031,00,2,2,22510501
9031,00,2,3,31217501
9031,00,2,4,71140301
9031,00,2,5,12050301
9031,00,2,6,22238501
9031,00,2,7,22240301
9031,00,2,8,05057301
9031,00,2,9,52065301
9031,00,2,10,23015301
9031,00,2,11,42020301
9031,00,2,12,05060200
9031,00,2,13,05060903
9031,00,2,14,71175101
9031,00,2,15,71165701
9031,00,2,16,11133701
9031,00,2,17,11125503
9031,00,2,18,05240500
9031,00,2,19,05240501
9031,00,2,20,54000701
9031,00,2,21,91000101
9031,00,2,22,83000101
9031,00,2,23,11130101
9031,00,2,24,33015701
9031,00,2,25,41059701
9031,00,2,26,12066701
9031,00,2,27,12066101
9031,00,2,28,22410301
9031,00,2,29,51062301
9031,00,2,30,11108301
9031,00,2,31,11105301
9031,00,2,32,33020101
9031,00,2,33,71080701
9031,00,2,34,71070701
9031,00,2,35,71075702
9031,00,2,36,11240701
9031,00,2,37,11240702
9031,00,2,38,53020701
9031,00,2,39,22413501
9031,00,2,40,61020301
9031,00,2,41,15005501
9031,00,2,42,12100501
9031,00,2,43,24003902
9031,00,2,44,22075301
9031,00,2,45,12095501
9031,00,2,46,22510301
9031,00,2,47,13040001
9041,00,1,1,42155301
9041,00,1,2,42144101
9041,00,1,3,12052301
9041,00,1,4,02020501
9041,00,1,5,42139501
9041,00,1,6,42139502
9041,00,1,7,02025501
9041,00,1,8,13000501
9041,00,1,9,13004501
9041,00,1,10,01085501
9041,00,1,11,13001301
9041,00,1,12,62045301
9041,00,1,13,62045501
9041,00,1,14,21095501
9041,00,1,15,11125501
9041,00,1,16,11125503
9041,00,1,17,05240500
9041,00,1,18,05240501
9041,00,1,19,54000500
9041,00,1,20,54000501
9041,00,1,21,21003501
9041,00,1,22,42020501
9041,00,1,23,42020301
9041,00,1,24,05060200
9041,00,1,25,05060703
9041,00,1,26,54001701
9041,00,1,27,54000101
9041,00,1,28,05240101
9041,00,1,29,11125101
9041,00,1,30,21095101
9041,00,1,31,62045101
9041,00,1,32,62045701
9041,00,1,33,13001701
9041,00,1,34,01085701
9041,00,1,35,41007701
9041,00,1,36,41005701
9041,00,1,37,01080701
9041,00,1,38,42003701
9041,00,1,39,22545101
9041,00,1,40,13003101
9041,00,1,41,05040101
9041,00,1,42,22617301
9041,00,1,43,12052501
9041,00,1,44,42144702
9041,00,1,45,42155101
9041,00,2,1,42155301
9041,00,2,2,42144101
9041,00,2,3,12052701
9041,00,2,4,22617701
9041,00,2,5,05040501
9041,00,2,6,13003501
9041,00,2,7,22545501
9041,00,2,8,22545301
9041,00,2,9,42003301
9041,00,2,10,01080301
9041,00,2,11,41005301
9041,00,2,12,41007301
9041,00,2,13,01085501
9041,00,2,14,13001301
9041,00,2,15,62045301
9041,00,2,16,62045501
9041,00,2,17,21095501
9041,00,2,18,11125501
9041,00,2,19,11125503
9041,00,2,20,05240500
9041,00,2,21,05240501
9041,00,2,22,54000500
9041,00,2,23,54000501
9041,00,2,24,21003501
9041,00,2,25,42020501
9041,00,2,26,42020301
9041,00,2,27,05060200
9041,00,2,28,05060703
9041,00,2,29,54001701
9041,00,2,30,54000101
9041,00,2,31,05240101
9041,00,2,32,11125101
9041,00,2,33,21095101
9041,00,2,34,62045101
9041,00,2,35,62045701
9041,00,2,36,13001701
9041,00,2,37,01085101
9041,00,2,38,13004101
9041,00,2,39,13000101
9041,00,2,40,02025101
9041,00,2,41,42139101
9041,00,2,42,42139102
9041,00,2,43,02020101
9041,00,2,44,12052501
9041,00,2,45,42144702
9041,00,2,46,42155101
9051,00,1,1,21010017
9051,00,1,2,210101E2
9051,00,1,3,210401W1
9051,00,1,4,05110101
9051,00,1,5,22300102
9051,00,1,6,64013701
9051,00,1,7,51075701
9051,00,1,8,24032701
9051,00,1,9,24030701
9051,00,1,10,05210701
9051,00,1,11,12020701
9051,00,1,12,21005701
9051,00,1,13,52350101
9051,00,1,14,64022101
9051,00,1,15,52360701
9051,00,1,16,22465101
9051,00,1,17,52345101
9051,00,1,18,55085101
9051,00,1,19,64020100
9051,00,1,20,111703S1
9051,00,1,21,111703N1
9051,00,1,22,41235301
9051,00,1,23,35225301
9051,00,1,24,22390501
9051,00,1,25,22385501
9051,00,1,26,32065501
9051,00,1,27,22365502
9051,00,1,28,42024501
9051,00,1,29,22359301
9051,00,1,30,52140101
9051,00,1,31,54055301
9051,00,1,32,54050501
9051,00,1,33,23030501
9051,00,1,34,52135501
9051,00,1,35,41215301
9051,00,1,36,640133N1
9051,00,1,37,22300501
9051,00,1,38,05110501
9051,00,1,39,210405W1
9051,00,1,40,210105W3
9051,00,1,41,210103N4
9051,00,2,1,21010017
9051,00,2,2,210101E2
9051,00,2,3,210401W1
9051,00,2,4,05110101
9051,00,2,5,22300102
9051,00,2,6,64013701
9051,00,2,7,41215701
9051,00,2,8,52135101
9051,00,2,9,23030101
9051,00,2,10,54050701
9051,00,2,11,54055501
9051,00,2,12,52140501
9051,00,2,13,22359701
9051,00,2,14,42024101
9051,00,2,15,22365103
